"Line","Identifier1","Identifier2","Method","Amount","PeakNr","IsRef_","StartN","EndN","AreaAllN","AmtPctN","BGD28","BGD29","Ampl28","Ampl29","rR29N2_28N2","d15N_14N","TimeCode","Comment","StartC","WidthC","AreaAllC","AmtPctC","BGD44","BGD45","BGD46","Ampl44","Ampl45","Ampl46","rR45CO2_44CO2","rR46CO2_44CO2","d13C_12C","d18O_16O","ln_AreaN","ln_AreaC","d13C_dc","d15N_dc","d15N_lc","d13C_lc","d15N_cal","d13C_cal","Npct","Cpct","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","yieldQF","DataFile"
7,"24-364.1",NA,"N2_CO2+He_2.met",5.164,2,0,193.6,271.6,35.784,0.7935418,25.5,18.2,1237,855,0.6911907,-3.549,"2024/11/27 11:51:23","Bkgrnd 29: 32",314.3,101.5,264.871,1.581079,0.1,0.1,1.4,6994,7893,9284,1.108879,1.3261767,-37.522,20.656,3.57750086613055,5.57924291501148,-37.522,-3.549,-6.62407943540308,1.16350000000001,-7.8516122030831,-26.0258583471027,1.12684097020535,45.5047717896474,0,0,0,0,0,"241127_24-364.1.xls"
8,"24-364.2",NA,"N2_CO2+He_2.met",4.919,2,0,194.5,274.1,35.601,0.8288002,26.4,18.8,1187,821,0.6912729,-4.108,"2024/11/27 12:02:49","Bkgrnd 30: N/A",315.5,103.4,270.808,1.6970368,0.2,0.2,1.5,6953,7835,9219,1.1082515,1.3256219,-37.984,20.31,3.57237372735111,5.60141008269925,-37.984,-4.108,-7.17948346030647,0.701500000000003,-8.43998781623876,-26.5398173952589,1.17691568775083,48.8419989923721,0,0,0,0,0,"241127_24-364.1.xls"
9,"24-364.3",NA,"N2_CO2+He_2.met",5.528,2,0,192.4,274.7,86.692,1.7958838,26.4,18.8,3323,2310,0.6949032,1.861,"2024/11/27 12:14:14","Primary He: 2400",313.4,97.9,263.259,1.467981,0.2,0.2,1.5,7343,8327,9729,1.1112036,1.3247564,-35.128,19.677,4.46236160732616,5.57313833846388,-35.128,1.861,-1.83,3.5575,-2.77293199760049,-23.3626160066568,2.55018076236106,42.2497317608381,0,0,0,0,0,"241127_24-364.1.xls"
10,"24-364.4",NA,"N2_CO2+He_2.met",5.029,2,0,195.4,270.7,27.946,0.6363706,26.4,18.9,988,684,0.6929488,-1.74,"2024/11/27 12:25:40","Secondary He: 2500",315.1,101.9,275.524,1.6888194,0.2,0.3,1.6,7219,8121,9564,1.1045457,1.3247624,-41.279,19.785,3.33027407665826,5.6186747391363,-41.279,-1.74,-4.64168421120493,-2.5935,-5.75153198534013,-30.2053911261567,0.903645304797257,48.6056283987654,0,0,0,0,0,"241127_24-364.1.xls"
12,"24-364.5",NA,"N2_CO2+He_2.met",5.238,2,0,194.4,273.8,55.301,1.2090296,26.2,18.7,2046,1420,0.6936882,0.339,"2024/11/27 12:48:31","Peak Center: 58486",315.3,101.1,276.256,1.6257438,0.1,0.2,1.5,7342,8274,9737,1.1055679,1.3253533,-40.291,20.248,4.01279099154743,5.62132797205311,-40.291,0.339,-3.04137494584921,-1.60549999999999,-4.05622027886458,-29.1062752396235,1.71683068904462,46.7902093397745,0,0,0,0,0,"241127_24-364.1.xls"
13,"24-364.6",NA,"N2_CO2+He_2.met",4.91,2,0,192.8,274.8,78.978,1.8419977,26.8,19.1,2984,2076,0.6955769,3.097,"2024/11/27 12:59:57","Job No-24-364.1",313.6,97.2,257.649,1.61753,0.2,0.2,0.9,7255,8215,9610,1.1096192,1.3248035,-36.453,19.907,4.36916933267133,5.55159819353247,-36.453,3.097,-0.533324809658234,2.2325,-1.39927961848103,-24.8366327573213,2.61568003114951,46.5538638537147,0,0,0,0,0,"241127_24-364.1.xls"
14,"24-364.7",NA,"N2_CO2+He_2.met",5.18,2,0,193.3,275.8,64.468,1.42521,26.5,19,2348,1632,0.6947748,1.666,"2024/11/27 13:11:23","Oxygen Tank: 1800",314.2,103.1,293.964,1.7493255,0.2,0.3,1.7,7625,8597,10100,1.1057669,1.3240014,-39.84,19.465,4.16616897666047,5.6834573108616,-39.84,1.666,-1.82194828032685,-1.1545,-2.76440228717847,-28.6045533116614,2.0238317963196,50.3469482961222,0,0,0,0,0,"241127_24-364.1.xls"
15,"24-364.8",NA,"N2_CO2+He_2.met",5.258,2,0,193.1,274.7,72.959,1.5890113,26.7,19.1,2750,1906,0.6927998,-0.93,"2024/11/27 13:22:49","CO2 Peak Center: 9",313.3,99.7,278.979,1.6355254,0.2,-0.5,0.8,7610,8577,10074,1.1050063,1.3239021,-40.46,19.465,4.2898976395318,5.63113651017132,-40.46,-0.93,-4.50472673699857,-1.7745,-5.60644402369557,-29.2942819044252,2.25641131212423,47.0716795524832,0,0,0,0,0,"241127_24-364.1.xls"
18,"24-364.9",NA,"N2_CO2+He_2.met",5.727,2,0,193.6,278.3,98.701,1.9736134,26.3,18.7,3774,2624,0.6949733,2.135,"2024/11/27 13:57:06",NA,313.7,106.1,332,1.7869702,0.1,0.1,1.6,8329,9412,11039,1.1070675,1.3241056,-38.548,19.628,4.59209507810037,5.80513496891649,-38.548,2.135,-1.556,0.137500000000003,-2.48266597363227,-27.1672479215795,2.80255630761672,51.4303717706364,0,0,0,0,0,"241127_24-364.1.xls"
19,"24-364.10",NA,"N2_CO2+He_2.met",5.346,2,0,193.2,275.4,80.955,1.7341297,26.7,19.2,3114,2165,0.6951334,2.491,"2024/11/27 14:08:32",NA,312,101.5,304.913,1.7581393,0.2,0.3,1.8,8180,9223,10827,1.1039348,1.3231256,-41.374,19.077,4.39389344473872,5.72002649001542,-41.374,2.491,-1.15666533721261,-2.6885,-2.05962478823088,-30.3110753460157,2.4624912728058,50.600609679728,0,0,0,0,0,"241127_24-364.1.xls"
20,"24-364.11",NA,"N2_CO2+He_2.met",5.246,2,0,195.6,271.9,26.845,0.5860094,26.5,19,937,648,0.6919918,-2.165,"2024/11/27 14:19:58",NA,314.2,104.5,298.081,1.7515054,0.2,0.3,1.9,7576,8543,10025,1.1061233,1.3232621,-39.135,19.093,3.29007958387453,5.69736526165173,-39.135,-2.165,-5.03849336221707,-0.449499999999993,-6.171897731831,-27.8202651537607,0.832137510667959,50.409776434219,0,0,0,0,0,"241127_24-364.1.xls"
