domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM.2025.flr.cn,A00000442380,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,1/28/25,,26-092.1
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM.2025.mxt.cn,A00000442377,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.2
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM.2025.oth.cn,A00000442375,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,12/1/25,,26-092.3
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM.2025.sds.cn,A00000442376,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.4
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM.2025.twi.cn,A00000442374,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.5
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM.2025.wdy.cn,A00000442373,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.6
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM031.20250224.lvs.cn,A00000312822,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.7
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM032.20250224.lvs.cn,A00000312820,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.8
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM033.20250224.lvs.cn,A00000312821,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.9
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM034.20250224.lvs.cn,A00000312819,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.10
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM035.20250224.lvs.cn,A00000312818,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.11
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM036.20250224.lvs.cn,A00000312815,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.12
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM037.20250224.lvs.cn,A00000312817,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.13
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM038.20250224.lvs.cn,A00000312814,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.14
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM039.20250224.lvs.cn,A00000312816,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.15
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM040.20250224.lvs.cn,A00000312813,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.16
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM041.20250224.lvs.cn,A00000442335,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.17
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM042.20250224.lvs.cn,A00000442338,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.18
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM043.20250224.lvs.cn,A00000442336,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.19
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM044.20250224.lvs.cn,A00000442361,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.20
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM045.20250224.lvs.cn,A00000442337,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.21
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM046.20250224.lvs.cn,A00000442362,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.22
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM047.20250224.lvs.cn,A00000442363,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.23
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM048.20250224.lvs.cn,A00000442379,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.24
D20,3/19/26,D2020260313134118831,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 889758405390,N,A00000442394,NEON.ltr.PUUM049.20250224.lvs.cn,A00000442364,ltr_chemistrySubsampling_in.cnSampleID,N,PUUM,2/24/25,,26-092.25
