domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA002.BENE4-1.20240709.cn,A00000449356,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_002,2024-07-09T10:52,,,24-443.1
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA002.PIMA-2.20240709.cn,A00000449439,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_002,2024-07-09T10:52,,,24-443.2
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA002.POTR5-3.20240709.cn,A00000449353,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_002,2024-07-09T10:52,,,24-443.3
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA005.BENE4-2.20240710.cn,A00000449350,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_005,2024-07-10T12:28,,,24-443.4
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA005.PIMA-3.20240710.cn,A00000449376,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_005,2024-07-10T12:28,,,24-443.5
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA005.POTR5-1.20240710.cn,A00000449347,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_005,2024-07-10T12:28,,,24-443.6
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA008.POTR5-1.20240710.cn,A00000449373,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_008,2024-07-10T15:12,,,24-443.7
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA010.CLIP-1.20240708.cn,A00000449370,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_010,2024-07-08T17:51,,,24-443.8
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA014.BENE4-1.20240703.cn,A00000449367,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_014,2024-07-03T12:29,,,24-443.9
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA014.PIGL-1.20240703.cn,A00000449440,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_014,2024-07-03T13:58,,,24-443.10
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA014.PIMA-1.20240703.cn,A00000449438,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_014,2024-07-03T13:00,,,24-443.11
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA014.POTR5-1.20240703.cn,A00000434422,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_014,2024-07-03T13:30,,,24-443.12
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA022.BEGL/BENA-1.20240708.cn,A00000434434,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_022,2024-07-08T17:57,,,24-443.13
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA022.BENE4-1.20240709.cn,A00000434437,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_022,2024-07-09T15:26,,,24-443.14
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA022.CLIP-1.20240708.cn,A00000434418,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_022,2024-07-08T17:52,,,24-443.15
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA022.PIMA-2.20240709.cn,A00000449358,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_022,2024-07-09T15:26,,,24-443.16
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA071.LALA-1.20240702.cn,A00000434446,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_071,2024-07-02T11:09,,,24-443.17
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA072.PIGL-1.20240702.cn,A00000434433,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_072,2024-07-02T14:48,,,24-443.18
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA078.ALVI5-1.20240701.cn,A00000434419,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_078,2024-07-01T14:39,,,24-443.19
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA078.BENE4-1.20240701.cn,A00000449414,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_078,2024-07-01T13:05,,,24-443.20
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA078.PIMA-1.20240701.cn,A00000449422,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_078,2024-07-01T13:44,,,24-443.21
D19,11/22/24,D1920241121120601456,whendricks@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770134620601,N,A00000434427,cfc.BONA078.POTR5-1.20240701.cn,A00000434425,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BONA_078,2024-07-01T14:54,,,24-443.22
