domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA037144.2024.0-1.POOL.CN,A00000461006,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_037.basePlot.bbc,2024-07-22T13:15,,,25-096.1
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA037144.2024.1-2.POOL.CN,A00000460996,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_037.basePlot.bbc,2024-07-22T13:15,,,25-096.2
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA037144.2024.2-10.POOL.CN,A00000460986,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_037.basePlot.bbc,2024-07-22T13:15,,,25-096.3
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA037454.2024.0-1.POOL.CN,A00000460968,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_037.basePlot.bbc,2024-07-22T13:01,,,25-096.4
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA037454.2024.1-2.POOL.CN,A00000460980,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_037.basePlot.bbc,2024-07-22T13:01,,,25-096.5
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA037454.2024.2-10.POOL.CN,A00000461244,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_037.basePlot.bbc,2024-07-22T13:01,,,25-096.6
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA038166.2024.0-1.POOL.CN,A00000461601,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_038.basePlot.bbc,2024-07-17T09:33,,,25-096.7
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA038166.2024.1-2.POOL.CN,A00000461224,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_038.basePlot.bbc,2024-07-17T09:33,,,25-096.8
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA038166.2024.2-10.POOL.CN,A00000461570,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_038.basePlot.bbc,2024-07-17T09:33,,,25-096.9
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA038705.2024.0-1.POOL.CN,A00000461554,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_038.basePlot.bbc,2024-07-17T09:48,,,25-096.10
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA038705.2024.1-2.POOL.CN,A00000461538,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_038.basePlot.bbc,2024-07-17T09:48,,,25-096.11
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA038705.2024.2-10.POOL.CN,A00000461617,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_038.basePlot.bbc,2024-07-17T09:48,,,25-096.12
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA039369.2024.0-1.POOL.CN,A00000461234,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_039.basePlot.bbc,2024-07-17T10:33,,,25-096.13
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA039369.2024.1-2.POOL.CN,A00000461585,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_039.basePlot.bbc,2024-07-17T10:33,,,25-096.14
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA039369.2024.2-10.POOL.CN,A00000461569,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_039.basePlot.bbc,2024-07-17T10:33,,,25-096.15
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA039588.2024.0-1.POOL.CN,A00000461553,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_039.basePlot.bbc,2024-07-17T10:17,,,25-096.16
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA039588.2024.1-2.POOL.CN,A00000461537,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_039.basePlot.bbc,2024-07-17T10:17,,,25-096.17
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA039588.2024.2-10.POOL.CN,A00000461328,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_039.basePlot.bbc,2024-07-17T10:17,,,25-096.18
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA040144.2024.0-1.POOL.CN,A00000461327,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_040.basePlot.bbc,2024-07-18T13:12,,,25-096.19
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA040144.2024.1-2.POOL.CN,A00000461326,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_040.basePlot.bbc,2024-07-18T13:12,,,25-096.20
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA040144.2024.2-10.POOL.CN,A00000461325,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_040.basePlot.bbc,2024-07-18T13:12,,,25-096.21
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA040300.2024.0-1.POOL.CN,A00000461324,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_040.basePlot.bbc,2024-07-18T13:30,,,25-096.22
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA040300.2024.1-2.POOL.CN,A00000461323,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_040.basePlot.bbc,2024-07-18T13:30,,,25-096.23
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA040300.2024.2-10.POOL.CN,A00000461312,bbc_chemistryPooling_in.cnSampleID,standardSample,DELA_040.basePlot.bbc,2024-07-18T13:30,,,25-096.24
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA041166.2024.0-1.POOL.CN,A00000461036,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_041.basePlot.bbc,2024-07-18T10:05,,,25-096.25
D08,3/26/25,D082025032692651637,pettyk@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880082799243,N,BBC.DELA041166.2024.1-2.POOL.CN,A00000461037,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,DELA_041.basePlot.bbc,2024-07-18T10:05,,,25-096.26
