domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE040.PRSE2-1.20250623.cn,A00000476460,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_040,2025-06-23T13:07,,,25-237.1
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE013.LALA-1.20250624.cn,A00000476462,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_013,2025-06-24T11:26,,,25-237.2
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE064.ABBA-1.20250627.cn,A00000476464,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_064,2025-06-27T11:19,,,25-237.3
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE006.BEPA-2.20250625.cn,A00000476466,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_006,2025-06-25T09:56,,,25-237.4
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE019.ACRU-1.20250624.cn,A00000476468,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_019,2025-06-24T17:03,,,25-237.5
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE040.BEAL2-2.20250623.cn,A00000476470,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_040,2025-06-23T13:07,,,25-237.6
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE024.BEPA-3.20250625.cn,A00000476471,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_024,2025-06-25T08:36,,,25-237.7
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE005.ALINR-1.20250624.cn,A00000476489,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_005,2025-06-24T09:37,,,25-237.8
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE019.PIRE-2.20250624.cn,A00000476492,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_019,2025-06-24T17:03,,,25-237.9
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE006.PIRE-4.20250625.cn,A00000476493,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_006,2025-06-25T09:56,,,25-237.10
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE015.THOC2-4.20250625.cn,A00000476495,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_015,2025-06-25T11:40,,,25-237.11
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE062.POTR5-1.20250624.cn,A00000476497,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_062,2025-06-24T09:42,,,25-237.12
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE049.ACRU-2.20250623.cn,A00000476499,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_049,2025-06-23T13:20,,,25-237.13
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE051.TIAM-1.20250623.cn,A00000476501,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_051,2025-06-23T14:19,,,25-237.14
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE062.PRSE2-3.20250624.cn,A00000476504,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_062,2025-06-24T09:42,,,25-237.15
D05,9/2/25,D0520250902122806278,sattler@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 884046776950,N,cfc.TREE024.ALINR-1.20250623.cn,A00000476505,cfc_chemistrySubsampling_in.cnSampleID,standardSample,TREE_024,2025-06-23T15:24,,,25-237.16
