domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ001156.2024.0-1.POOL.CN,A00000422734,bbc_chemistryPooling_in.cnSampleID,standardSample,CLBJ_001.basePlot.bbc,2024-10-07T10:11,,,25-171.1
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ001156.2024.1-2.POOL.CN,A00000422733,bbc_chemistryPooling_in.cnSampleID,standardSample,CLBJ_001.basePlot.bbc,2024-10-07T10:11,,,25-171.2
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ001156.2024.2-10.POOL.CN,A00000453953,bbc_chemistryPooling_in.cnSampleID,standardSample,CLBJ_001.basePlot.bbc,2024-10-07T10:11,,,25-171.3
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ002076.2024.0-1.POOL.CN,A00000453954,bbc_chemistryPooling_in.cnSampleID,standardSample,CLBJ_002.basePlot.bbc,2024-10-02T13:31,,,25-171.4
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ002076.2024.1-2.POOL.CN,A00000453955,bbc_chemistryPooling_in.cnSampleID,standardSample,CLBJ_002.basePlot.bbc,2024-10-02T13:31,,,25-171.5
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ002076.2024.2-10.POOL.CN,A00000453956,bbc_chemistryPooling_in.cnSampleID,standardSample,CLBJ_002.basePlot.bbc,2024-10-02T13:31,,,25-171.6
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ003101.2024.0-1.POOL.CN,A00000453957,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,CLBJ_003.basePlot.bbc,2024-10-03T10:15,,,25-171.7
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ003101.2024.1-2.POOL.CN,A00000453958,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,CLBJ_003.basePlot.bbc,2024-10-03T10:15,,,25-171.8
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ003101.2024.2-10.POOL.CN,A00000453959,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,CLBJ_003.basePlot.bbc,2024-10-03T10:15,,,25-171.9
D11,4/28/25,D1120250428134140455,rankin@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 880866711836,N,D00000186788,BBC.CLBJ004190.2024.0-1.POOL.CN,A00000453960,bbc_chemistryPooling_in.cnSampleID,toxicodendronPossible,CLBJ_004.basePlot.bbc,2024-10-07T09:26,,,25-171.10
