domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A1,BBC.HARV043588.2024.0-1.POOL.CN,A00000321945,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_043.basePlot.bbc,2024-07-24T10:12,,25-069.1
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A10,BBC.HARV033052.2024.0-1.POOL.CN,A00000321897,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_033.basePlot.bbc,2024-07-23T09:59,,25-069.2
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A2,BBC.HARV048361.2024.0-1.POOL.CN,A00000321917,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_048.basePlot.bbc,2024-07-24T11:03,,25-069.3
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A3,BBC.HARV051281.2024.1-2.POOL.CN,A00000321942,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_051.basePlot.bbc,2024-07-29T09:32,,25-069.4
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A4,BBC.HARV044068.2024.0-1.POOL.CN,A00000321508,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_044.basePlot.bbc,2024-07-30T09:33,,25-069.5
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A5,BBC.HARV039827.2024.2-10.POOL.CN,A00000321517,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_039.basePlot.bbc,2024-07-29T15:15,,25-069.6
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A6,BBC.HARV037410.2024.1-2.POOL.CN,A00000321831,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_037.basePlot.bbc,2024-08-01T09:59,,25-069.7
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A7,BBC.HARV045255.2024.0-1.POOL.CN,A00000321850,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_045.basePlot.bbc,2024-08-05T09:24,,25-069.8
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A8,BBC.HARV036142.2024.2-10.POOL.CN,A00000321880,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_036.basePlot.bbc,2024-08-01T13:31,,25-069.9
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,A9,BBC.HARV034638.2024.1-2.POOL.CN,A00000321879,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_034.basePlot.bbc,2024-07-22T13:59,,25-069.10
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B1,BBC.HARV043588.2024.1-2.POOL.CN,A00000321514,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_043.basePlot.bbc,2024-07-24T10:12,,25-069.11
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B10,BBC.HARV033052.2024.1-2.POOL.CN,A00000321887,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_033.basePlot.bbc,2024-07-23T09:59,,25-069.12
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B2,BBC.HARV049299.2024.1-2.POOL.CN,A00000321475,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_049.basePlot.bbc,2024-07-23T11:50,,25-069.13
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B3,BBC.HARV051281.2024.2-10.POOL.CN,A00000321943,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_051.basePlot.bbc,2024-07-29T09:32,,25-069.14
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B4,BBC.HARV044068.2024.1-2.POOL.CN,A00000321509,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_044.basePlot.bbc,2024-07-30T09:33,,25-069.15
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B5,BBC.HARV042669.2024.0-1.POOL.CN,A00000321521,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_042.basePlot.bbc,2024-07-30T14:24,,25-069.16
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B6,BBC.HARV037410.2024.2-10.POOL.CN,A00000321821,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_037.basePlot.bbc,2024-08-01T09:59,,25-069.17
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B7,BBC.HARV045255.2024.1-2.POOL.CN,A00000321840,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_045.basePlot.bbc,2024-08-05T09:24,,25-069.18
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B8,BBC.HARV035366.2024.0-1.POOL.CN,A00000321870,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_035.basePlot.bbc,2024-07-24T08:40,,25-069.19
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,B9,BBC.HARV034638.2024.2-10.POOL.CN,A00000321869,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_034.basePlot.bbc,2024-07-22T13:59,,25-069.20
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C1,BBC.HARV043588.2024.2-10.POOL.CN,A00000321515,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_043.basePlot.bbc,2024-07-24T10:12,,25-069.21
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C10,BBC.HARV033052.2024.2-10.POOL.CN,A00000321877,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_033.basePlot.bbc,2024-07-23T09:59,,25-069.22
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C2,BBC.HARV049299.2024.0-1.POOL.CN,A00000321474,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_049.basePlot.bbc,2024-07-23T11:50,,25-069.23
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C3,BBC.HARV052437.2024.0-1.POOL.CN,A00000321944,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_052.basePlot.bbc,2024-07-24T12:03,,25-069.24
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C4,BBC.HARV044068.2024.2-10.POOL.CN,A00000321510,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_044.basePlot.bbc,2024-07-30T09:33,,25-069.25
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C5,BBC.HARV042669.2024.1-2.POOL.CN,A00000321519,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_042.basePlot.bbc,2024-07-30T14:24,,25-069.26
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C6,BBC.HARV039543.2024.0-1.POOL.CN,A00000321872,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_039.basePlot.bbc,2024-07-29T14:46,,25-069.27
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C7,BBC.HARV045255.2024.2-10.POOL.CN,A00000321830,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_045.basePlot.bbc,2024-08-05T09:24,,25-069.28
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C8,BBC.HARV035366.2024.1-2.POOL.CN,A00000321860,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_035.basePlot.bbc,2024-07-24T08:40,,25-069.29
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,C9,BBC.HARV034272.2024.1-2.POOL.CN,A00000321859,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_034.basePlot.bbc,2024-07-22T14:28,,25-069.30
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D1,BBC.HARV051566.2024.0-1.POOL.CN,A00000321484,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_051.basePlot.bbc,2024-07-29T11:08,,25-069.31
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D10,BBC.HARV033454.2024.0-1.POOL.CN,A00000321867,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_033.basePlot.bbc,2024-07-23T09:34,,25-069.32
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D2,BBC.HARV049299.2024.2-10.POOL.CN,A00000321476,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_049.basePlot.bbc,2024-07-23T11:50,,25-069.33
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D3,BBC.HARV052437.2024.1-2.POOL.CN,A00000321920,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_052.basePlot.bbc,2024-07-24T12:03,,25-069.34
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D4,BBC.HARV048526.2024.2-10.POOL.CN,A00000321511,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_048.basePlot.bbc,2024-07-24T11:28,,25-069.35
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D5,BBC.HARV042669.2024.2-10.POOL.CN,A00000321520,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_042.basePlot.bbc,2024-07-30T14:24,,25-069.36
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D6,BBC.HARV039543.2024.1-2.POOL.CN,A00000321862,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_039.basePlot.bbc,2024-07-29T14:46,,25-069.37
D01,2/11/25,D012025021193042322,cgoranson@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX16440378125628,N,A00000157190,D7,BBC.HARV037928.2024.0-1.POOL.CN,A00000321881,bbc_chemistryPooling_in.cnSampleID,standardSample,HARV_037.basePlot.bbc,2024-08-01T10:33,,25-069.38
