domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA070440.2024.0-1.POOL.CN,A00000449916,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_070.basePlot.bbc,2024-08-01T13:17,,,25-098.1
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA070440.2024.1-2.POOL.CN,A00000449915,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_070.basePlot.bbc,2024-08-01T13:17,,,25-098.2
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA070440.2024.2-10.POOL.CN,A00000449914,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_070.basePlot.bbc,2024-08-01T13:17,,,25-098.3
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA070523.2024.0-1.POOL.CN,A00000434443,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_070.basePlot.bbc,2024-09-09T12:27,,,25-098.4
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA070523.2024.1-2.POOL.CN,A00000434444,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_070.basePlot.bbc,2024-09-09T12:27,,,25-098.5
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA070523.2024.2-10.POOL.CN,A00000434460,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_070.basePlot.bbc,2024-09-09T12:27,,,25-098.6
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA071050.2024.0-1.POOL.CN,A00000449447,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_071.basePlot.bbc,2024-08-01T11:51,,,25-098.7
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA071050.2024.1-2.POOL.CN,A00000450017,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_071.basePlot.bbc,2024-08-01T11:51,,,25-098.8
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA071050.2024.2-10.POOL.CN,A00000449445,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_071.basePlot.bbc,2024-08-01T11:51,,,25-098.9
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA071596.2024.0-1.POOL.CN,A00000449468,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_071.basePlot.bbc,2024-09-10T11:56,,,25-098.10
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA071596.2024.1-2.POOL.CN,A00000449464,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_071.basePlot.bbc,2024-09-10T11:56,,,25-098.11
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA071596.2024.2-10.POOL.CN,A00000449467,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_071.basePlot.bbc,2024-09-10T11:56,,,25-098.12
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA072294.2024.0-1.POOL.CN,A00000434441,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_072.basePlot.bbc,2024-09-11T12:07,,,25-098.13
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA072294.2024.1-2.POOL.CN,A00000449488,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_072.basePlot.bbc,2024-09-11T12:07,,,25-098.14
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA072294.2024.2-10.POOL.CN,A00000434442,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_072.basePlot.bbc,2024-09-11T12:07,,,25-098.15
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA072623.2024.0-1.POOL.CN,A00000449484,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_072.basePlot.bbc,2024-08-15T12:48,,,25-098.16
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA072623.2024.1-2.POOL.CN,A00000449483,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_072.basePlot.bbc,2024-08-15T12:48,,,25-098.17
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA072623.2024.2-10.POOL.CN,A00000449485,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_072.basePlot.bbc,2024-08-15T12:48,,,25-098.18
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA073397.2024.0-1.POOL.CN,A00000449469,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_073.basePlot.bbc,2024-08-01T15:49,,,25-098.19
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA073397.2024.1-2.POOL.CN,A00000449459,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_073.basePlot.bbc,2024-08-01T15:49,,,25-098.20
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA073397.2024.2-10.POOL.CN,A00000449462,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_073.basePlot.bbc,2024-08-01T15:49,,,25-098.21
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA073583.2024.0-1.POOL.CN,A00000449458,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_073.basePlot.bbc,2024-08-01T15:33,,,25-098.22
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA073583.2024.1-2.POOL.CN,A00000449480,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_073.basePlot.bbc,2024-08-01T15:33,,,25-098.23
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA073583.2024.2-10.POOL.CN,A00000449466,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_073.basePlot.bbc,2024-08-01T15:33,,,25-098.24
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA074201.2024.0-1.POOL.CN,A00000449743,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_074.basePlot.bbc,2024-08-29T11:48,,,25-098.25
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA074201.2024.1-2.POOL.CN,A00000449768,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_074.basePlot.bbc,2024-08-29T11:48,,,25-098.26
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA074201.2024.2-10.POOL.CN,A00000449742,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_074.basePlot.bbc,2024-08-29T11:48,,,25-098.27
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA074651.2024.0-1.POOL.CN,A00000449811,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_074.basePlot.bbc,2024-08-29T11:36,,,25-098.28
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA074651.2024.1-2.POOL.CN,A00000449812,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_074.basePlot.bbc,2024-08-29T11:36,,,25-098.29
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA074651.2024.2-10.POOL.CN,A00000449813,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_074.basePlot.bbc,2024-08-29T11:36,,,25-098.30
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA075168.2024.0-1.POOL.CN,A00000449763,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_075.basePlot.bbc,2024-08-15T11:12,,,25-098.31
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA075168.2024.1-2.POOL.CN,A00000449738,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_075.basePlot.bbc,2024-08-15T11:12,,,25-098.32
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA075168.2024.2-10.POOL.CN,A00000449762,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_075.basePlot.bbc,2024-08-15T11:12,,,25-098.33
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA075865.2024.0-1.POOL.CN,A00000449744,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_075.basePlot.bbc,2024-09-11T10:27,,,25-098.34
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA075865.2024.1-2.POOL.CN,A00000449737,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_075.basePlot.bbc,2024-09-11T10:27,,,25-098.35
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA075865.2024.2-10.POOL.CN,A00000449740,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_075.basePlot.bbc,2024-09-11T10:27,,,25-098.36
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA076413.2024.0-1.POOL.CN,A00000449733,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_076.basePlot.bbc,2024-08-28T11:10,,,25-098.37
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA076413.2024.1-2.POOL.CN,A00000449771,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_076.basePlot.bbc,2024-08-28T11:10,,,25-098.38
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA076413.2024.2-10.POOL.CN,A00000449736,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_076.basePlot.bbc,2024-08-28T11:10,,,25-098.39
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA076900.2024.0-1.POOL.CN,A00000449913,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_076.basePlot.bbc,2024-08-28T11:17,,,25-098.40
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA076900.2024.1-2.POOL.CN,A00000449912,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_076.basePlot.bbc,2024-08-28T11:17,,,25-098.41
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA076900.2024.2-10.POOL.CN,A00000449911,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_076.basePlot.bbc,2024-08-28T11:17,,,25-098.42
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA077436.2024.0-1.POOL.CN,A00000434458,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_077.basePlot.bbc,2024-08-29T12:19,,,25-098.43
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA077436.2024.1-2.POOL.CN,A00000449734,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_077.basePlot.bbc,2024-08-29T12:19,,,25-098.44
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA077436.2024.2-10.POOL.CN,A00000449729,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_077.basePlot.bbc,2024-08-29T12:19,,,25-098.45
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA077546.2024.0-1.POOL.CN,A00000449739,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_077.basePlot.bbc,2024-08-26T13:33,,,25-098.46
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA077546.2024.1-2.POOL.CN,A00000449451,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_077.basePlot.bbc,2024-08-26T13:33,,,25-098.47
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA077546.2024.2-10.POOL.CN,A00000449448,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_077.basePlot.bbc,2024-08-26T13:33,,,25-098.48
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA078196.2024.0-1.POOL.CN,A00000449810,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_078.basePlot.bbc,2024-09-10T10:43,,,25-098.49
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA078196.2024.1-2.POOL.CN,A00000449809,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_078.basePlot.bbc,2024-09-10T10:43,,,25-098.50
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA078196.2024.2-10.POOL.CN,A00000449920,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_078.basePlot.bbc,2024-09-10T10:43,,,25-098.51
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA078507.2024.0-1.POOL.CN,A00000449910,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_078.basePlot.bbc,2024-08-26T11:52,,,25-098.52
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA078507.2024.1-2.POOL.CN,A00000449909,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_078.basePlot.bbc,2024-08-26T11:52,,,25-098.53
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA078507.2024.2-10.POOL.CN,A00000449908,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_078.basePlot.bbc,2024-08-26T11:52,,,25-098.54
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA079023.2024.0-1.POOL.CN,A00000449482,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_079.basePlot.bbc,2024-08-15T11:33,,,25-098.55
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA079023.2024.1-2.POOL.CN,A00000449442,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_079.basePlot.bbc,2024-08-15T11:33,,,25-098.56
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA079023.2024.2-10.POOL.CN,A00000449481,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_079.basePlot.bbc,2024-08-15T11:33,,,25-098.57
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA079881.2024.0-1.POOL.CN,A00000449917,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_079.basePlot.bbc,2024-09-11T09:58,,,25-098.58
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA079881.2024.1-2.POOL.CN,A00000449919,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_079.basePlot.bbc,2024-09-11T09:58,,,25-098.59
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA079881.2024.2-10.POOL.CN,A00000449918,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_079.basePlot.bbc,2024-09-11T09:58,,,25-098.60
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA080288.2024.0-1.POOL.CN,A00000449731,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_080.basePlot.bbc,2024-08-27T10:39,,,25-098.61
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA080288.2024.1-2.POOL.CN,A00000449452,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_080.basePlot.bbc,2024-08-27T10:39,,,25-098.62
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA080288.2024.2-10.POOL.CN,A00000449457,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_080.basePlot.bbc,2024-08-27T10:39,,,25-098.63
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA080662.2024.0-1.POOL.CN,A00000449761,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_080.basePlot.bbc,2024-08-27T11:11,,,25-098.64
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA080662.2024.1-2.POOL.CN,A00000449472,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_080.basePlot.bbc,2024-08-27T11:11,,,25-098.65
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA080662.2024.2-10.POOL.CN,A00000449479,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_080.basePlot.bbc,2024-08-27T11:11,,,25-098.66
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA081009.2024.0-1.POOL.CN,A00000449907,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_081.basePlot.bbc,2024-08-26T14:24,,,25-098.67
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA081009.2024.1-2.POOL.CN,A00000449906,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_081.basePlot.bbc,2024-08-26T14:24,,,25-098.68
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA081009.2024.2-10.POOL.CN,A00000449905,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_081.basePlot.bbc,2024-08-26T14:24,,,25-098.69
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA081604.2024.0-1.POOL.CN,A00000449732,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_081.basePlot.bbc,2024-08-26T14:00,,,25-098.70
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA081604.2024.1-2.POOL.CN,A00000434440,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_081.basePlot.bbc,2024-08-26T14:00,,,25-098.71
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA081604.2024.2-10.POOL.CN,A00000449764,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_081.basePlot.bbc,2024-08-26T14:00,,,25-098.72
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA082087.2024.0-1.POOL.CN,A00000449899,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_082.basePlot.bbc,2024-09-09T14:13,,,25-098.73
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA082087.2024.1-2.POOL.CN,A00000449900,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_082.basePlot.bbc,2024-09-09T14:13,,,25-098.74
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA082087.2024.2-10.POOL.CN,A00000449901,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_082.basePlot.bbc,2024-09-09T14:13,,,25-098.75
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA082799.2024.0-1.POOL.CN,A00000449873,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_082.basePlot.bbc,2024-08-27T12:51,,,25-098.76
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA082799.2024.1-2.POOL.CN,A00000449874,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_082.basePlot.bbc,2024-08-27T12:51,,,25-098.77
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA082799.2024.2-10.POOL.CN,A00000449875,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_082.basePlot.bbc,2024-08-27T12:51,,,25-098.78
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA083099.2024.0-1.POOL.CN,A00000449879,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_083.basePlot.bbc,2024-08-28T13:25,,,25-098.79
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA083099.2024.1-2.POOL.CN,A00000449880,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_083.basePlot.bbc,2024-08-28T13:25,,,25-098.80
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA083099.2024.2-10.POOL.CN,A00000449881,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_083.basePlot.bbc,2024-08-28T13:25,,,25-098.81
D19,3/6/25,D1920250207144604785,knutsenl@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Second day air,# 772534087057,N,B00000174057,BBC.BONA083943.2024.0-1.POOL.CN,A00000449884,bbc_chemistryPooling_in.cnSampleID,standardSample,BONA_083.basePlot.bbc,2024-08-28T13:14,,,25-098.82
