domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,containerLocation,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A1,BBC.SRER042420.2025.0-1.POOL.CN,A00000509745,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_042.basePlot.bbc,2025-09-02T09:47,,,26-204.1
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A10,BBC.SRER043715.2025.0-1.POOL.CN,A00000509752,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_043.basePlot.bbc,2025-09-08T08:17,,,26-204.2
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A2,BBC.SRER042420.2025.1-2.POOL.CN,A00000509746,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_042.basePlot.bbc,2025-09-02T09:47,,,26-204.3
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A3,BBC.SRER042420.2025.2-10.POOL.CN,A00000509747,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_042.basePlot.bbc,2025-09-02T09:47,,,26-204.4
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A4,BBC.SRER042673.2025.0-1.POOL.CN,A00000509748,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_042.basePlot.bbc,2025-09-02T10:04,,,26-204.5
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A5,BBC.SRER042673.2025.1-2.POOL.CN,A00000509749,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_042.basePlot.bbc,2025-09-02T10:04,,,26-204.6
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A6,BBC.SRER042673.2025.2-10.POOL.CN,A00000509750,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_042.basePlot.bbc,2025-09-02T10:04,,,26-204.7
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A7,BBC.SRER043023.2025.0-1.POOL.CN,A00000509751,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_043.basePlot.bbc,2025-09-08T07:40,,,26-204.8
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A8,BBC.SRER043023.2025.1-2.POOL.CN,A00000496329,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_043.basePlot.bbc,2025-09-08T07:40,,,26-204.9
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,A9,BBC.SRER043023.2025.2-10.POOL.CN,A00000509737,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_043.basePlot.bbc,2025-09-08T07:40,,,26-204.10
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B1,BBC.SRER043715.2025.1-2.POOL.CN,A00000509738,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_043.basePlot.bbc,2025-09-08T08:17,,,26-204.11
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B10,BBC.SRER045120.2025.2-10.POOL.CN,A00000509756,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_045.basePlot.bbc,2025-09-03T08:02,,,26-204.12
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B2,BBC.SRER043715.2025.2-10.POOL.CN,A00000509759,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_043.basePlot.bbc,2025-09-08T08:17,,,26-204.13
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B3,BBC.SRER044703.2025.0-1.POOL.CN,A00000509739,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_044.basePlot.bbc,2025-09-01T07:49,,,26-204.14
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B4,BBC.SRER044703.2025.1-2.POOL.CN,A00000509758,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_044.basePlot.bbc,2025-09-01T07:49,,,26-204.15
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B5,BBC.SRER044901.2025.0-1.POOL.CN,A00000509740,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_044.basePlot.bbc,2025-09-01T08:45,,,26-204.16
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B6,BBC.SRER044901.2025.1-2.POOL.CN,A00000509757,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_044.basePlot.bbc,2025-09-01T08:45,,,26-204.17
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B7,BBC.SRER044901.2025.2-10.POOL.CN,A00000509741,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_044.basePlot.bbc,2025-09-01T08:45,,,26-204.18
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B8,BBC.SRER045120.2025.0-1.POOL.CN,A00000509742,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_045.basePlot.bbc,2025-09-03T08:02,,,26-204.19
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,B9,BBC.SRER045120.2025.1-2.POOL.CN,A00000509755,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_045.basePlot.bbc,2025-09-03T08:02,,,26-204.20
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,C1,BBC.SRER045316.2025.0-1.POOL.CN,A00000509754,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_045.basePlot.bbc,2025-09-03T08:40,,,26-204.21
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,C10,BBC.SRER047642.2025.1-2.POOL.CN,A00000496316,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_047.basePlot.bbc,2025-09-08T08:55,,,26-204.22
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,C2,BBC.SRER045316.2025.1-2.POOL.CN,A00000509753,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_045.basePlot.bbc,2025-09-03T08:40,,,26-204.23
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,C3,BBC.SRER046395.2025.0-1.POOL.CN,A00000496313,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_046.basePlot.bbc,2025-09-04T10:01,,,26-204.24
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,C4,BBC.SRER046395.2025.1-2.POOL.CN,A00000496314,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_046.basePlot.bbc,2025-09-04T10:01,,,26-204.25
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,C5,BBC.SRER046395.2025.2-10.POOL.CN,A00000496315,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_046.basePlot.bbc,2025-09-04T10:01,,,26-204.26
D14,7/10/26,D1420260709112845987,hoogenboomj@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 874180627224,N,A00000496333,C6,BBC.SRER046898.2025.0-1.POOL.CN,A00000509743,bbc_chemistryPooling_in.cnSampleID,standardSample,SRER_046.basePlot.bbc,2025-09-04T09:43,,,26-204.27
