domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA001.CLIP-1.20250922.cn,A00000365816,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_001,2025-09-22T12:36,,,26-013.1
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA002.CLIP-1.20250918.cn,A00000365814,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_002,2025-09-18T07:28,,,26-013.2
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA009.CLIP-1.20250918.cn,A00000365807,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_009,2025-09-18T09:19,,,26-013.3
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA015.CLIP-1.20250918.cn,A00000365723,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_015,2025-09-18T09:45,,,26-013.4
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA017.CLIP-1.20250918.cn,A00000365698,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_017,2025-09-18T10:57,,,26-013.5
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA018.CLIP-1.20250918.cn,A00000365693,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_018,2025-09-18T08:24,,,26-013.6
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA019.CLIP-1.20250918.cn,A00000365695,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_019,2025-09-18T08:40,,,26-013.7
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA042.CLIP-1.20250923.cn,A00000365782,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_042,2025-09-23T08:45,,,26-013.8
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA044.CLIP-1.20250923.cn,A00000365788,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_044,2025-09-23T09:37,,,26-013.9
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA046.CLIP-1.20250923.cn,A00000365778,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_046,2025-09-23T08:26,,,26-013.10
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA051.CLIP-1.20250923.cn,A00000365808,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_051,2025-09-23T10:54,,,26-013.11
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA074.CLIP-1.20250922.cn,A00000365806,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_074,2025-09-22T08:37,,,26-013.12
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA076.CLIP-1.20250917.cn,A00000365785,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_076,2025-09-17T09:01,,,26-013.13
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA077.CLIP-1.20250922.cn,A00000365720,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_077,2025-09-22T10:02,,,26-013.14
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA078.CLIP-1.20250918.cn,A00000365815,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_078,2025-09-18T13:53,,,26-013.15
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA079.CLIP-1.20250922.cn,A00000365805,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_079,2025-09-22T09:13,,,26-013.16
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA080.CLIP-1.20250918.cn,A00000365696,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_080,2025-09-18T12:38,,,26-013.17
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA081.CLIP-1.20250917.cn,A00000365775,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_081,2025-09-17T13:36,,,26-013.18
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA082.CLIP-1.20250917.cn,A00000365779,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_082,2025-09-17T10:57,,,26-013.19
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA083.CLIP-1.20250917.cn,A00000365783,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_083,2025-09-17T08:23,,,26-013.20
D04,10/29/25,D0420251028154713110,amegill@battelleecology.org,SIRFER Lab at University of Utah,UPS,Overnight,# 1Z097EV90157563761,N,A00000365989,cfc.LAJA085.CLIP-1.20250917.cn,A00000365774,cfc_chemistrySubsampling_in.cnSampleID,standardSample,LAJA_085,2025-09-17T13:09,,,26-013.21
