domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO040064.2024.0-1.POOL.CN,A00000267421,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_040.basePlot.bbc,2024-08-19T10:11,,,24-441.1
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO040064.2024.1-2.POOL.CN,A00000267437,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_040.basePlot.bbc,2024-08-19T10:11,,,24-441.2
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO040064.2024.2-10.POOL.CN,A00000267516,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_040.basePlot.bbc,2024-08-19T10:11,,,24-441.3
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO041166.2024.0-1.POOL.CN,A00000263006,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_041.basePlot.bbc,2024-08-13T08:58,,,24-441.4
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO041166.2024.1-2.POOL.CN,A00000263021,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_041.basePlot.bbc,2024-08-13T08:58,,,24-441.5
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO041166.2024.2-10.POOL.CN,A00000263022,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_041.basePlot.bbc,2024-08-13T08:58,,,24-441.6
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO042191.2024.0-1.POOL.CN,A00000263023,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_042.basePlot.bbc,2024-08-21T09:08,,,24-441.7
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO042191.2024.1-2.POOL.CN,A00000263042,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_042.basePlot.bbc,2024-08-21T09:08,,,24-441.8
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO042191.2024.2-10.POOL.CN,A00000263041,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_042.basePlot.bbc,2024-08-21T09:08,,,24-441.9
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO043173.2024.0-1.POOL.CN,A00000263040,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_043.basePlot.bbc,2024-08-22T10:23,,,24-441.10
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO043173.2024.1-2.POOL.CN,A00000263039,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_043.basePlot.bbc,2024-08-22T10:23,,,24-441.11
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO043173.2024.2-10.POOL.CN,A00000263038,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_043.basePlot.bbc,2024-08-22T10:23,,,24-441.12
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO044069.2024.0-1.POOL.CN,A00000267455,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_044.basePlot.bbc,2024-08-21T10:44,,,24-441.13
D13,12/3/24,D1320241203120718173,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770459617489,N,A00000267804,BBC.NIWO044069.2024.1-2.POOL.CN,A00000267488,bbc_chemistryPooling_in.cnSampleID,standardSample,NIWO_044.basePlot.bbc,2024-08-21T10:44,,,24-441.14
