domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP001.CLIP-1.20250611.cn,A00000463598,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_001,2025-06-11T15:19,,,25-240.1
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP002.CLIP-1.20250619.cn,A00000463401,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_002,2025-06-19T11:45,,,25-240.2
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP003.CLIP-1.20250619.cn,A00000462469,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_003,2025-06-19T13:31,,,25-240.3
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP005.CLIP-1.20250618.cn,A00000463417,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_005,2025-06-18T08:16,,,25-240.4
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP006.CLIP-1.20250611.cn,A00000462453,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_006,2025-06-11T10:37,,,25-240.5
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP007.CLIP-1.20250611.cn,A00000462495,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_007,2025-06-11T11:40,,,25-240.6
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP008.CLIP-1.20250612.cn,A00000463596,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_008,2025-06-12T14:56,,,25-240.7
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP009.CLIP-1.20250612.cn,A00000463414,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_009,2025-06-12T14:24,,,25-240.8
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP010.CLIP-1.20250618.cn,A00000463585,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_010,2025-06-18T12:50,,,25-240.9
D09,9/9/25,D092025099100036134,halljr@battelleecology.org,SIRFER Lab at University of Utah,UPS,Ground,# 1ZWX13180390775627,N,B00000199234,cfc.NOGP011.CLIP-1.20250624.cn,A00000462454,cfc_chemistrySubsampling_in.cnSampleID,standardSample,NOGP_011,2025-06-24T13:23,,,25-240.10
