domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174050,NEON.ltr.BONA.2024.mxt.cn,B00000173965,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,5/7/24,,24-439.1
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174050,NEON.ltr.BONA.2024.oth.cn,B00000173971,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,6/3/24,,24-439.2
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174050,NEON.ltr.BONA.2024.sds.cn,B00000173960,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,5/7/24,,24-439.3
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174050,NEON.ltr.BONA.2024.twi.cn,B00000173975,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,5/7/24,,24-439.4
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174050,NEON.ltr.BONA.2024.wdy.cn,B00000173974,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,5/7/24,,24-439.5
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174050,NEON.ltr.BONA.2024.flr.cn,B00000173961,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,6/3/24,,24-439.6
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA087.20240924.ndl.cn,B00000174044,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.7
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA089.20240924.ndl.cn,B00000174045,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.8
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA093.20240924.ndl.cn,B00000174039,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.9
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA070.20240924.ndl.cn,B00000174023,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.10
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA071.20240924.ndl.cn,B00000174047,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.11
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA072.20240924.ndl.cn,B00000174046,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.12
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA073.20240924.ndl.cn,B00000174043,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.13
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA074.20240924.ndl.cn,B00000174048,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.14
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA075.20240924.ndl.cn,B00000174021,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.15
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA076.20240924.ndl.cn,B00000174032,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.16
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA077.20240924.ndl.cn,B00000174028,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.17
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA078.20240924.ndl.cn,B00000174017,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.18
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA079.20240924.ndl.cn,B00000174042,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.19
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA080.20240924.ndl.cn,B00000174031,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.20
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA081.20240924.ndl.cn,B00000174041,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.21
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA082.20240924.ndl.cn,B00000174029,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.22
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA083.20240924.ndl.cn,B00000174020,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.23
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174053,NEON.ltr.BONA086.20240924.ndl.cn,B00000174030,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/24/24,,24-439.24
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA087.20240910.lvs.cn,B00000173982,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.25
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA088.20240910.lvs.cn,B00000173995,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.26
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA089.20240910.lvs.cn,B00000173978,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.27
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA093.20240910.lvs.cn,B00000174027,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.28
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA071.20240910.lvs.cn,B00000174011,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.29
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA072.20240910.lvs.cn,B00000173992,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.30
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA074.20240910.lvs.cn,B00000174014,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.31
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA075.20240910.lvs.cn,B00000173981,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.32
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA076.20240910.lvs.cn,B00000174026,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.33
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA077.20240910.lvs.cn,B00000174013,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.34
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA078.20240910.lvs.cn,B00000173988,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.35
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA079.20240910.lvs.cn,B00000174002,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.36
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA080.20240910.lvs.cn,B00000174009,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.37
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA082.20240910.lvs.cn,B00000173990,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.38
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA083.20240910.lvs.cn,B00000174016,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.39
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA084.20240910.lvs.cn,B00000173998,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.40
D19,12/3/24,D192024120312931971,vandenberg@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 770462992320,N,B00000174055,NEON.ltr.BONA086.20240910.lvs.cn,B00000174024,ltr_chemistrySubsampling_in.cnSampleID,N,BONA,9/10/24,,24-439.41
