domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM002.CLIP-1.20250113.cn,A00000314145,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_002,2025-01-13T12:15,,,25-170.1
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM002.MEPO5-2.20250113.cn,A00000314148,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_002,2025-01-13T12:15,,,25-170.2
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM003.CLIP-1.20250113.cn,A00000314142,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_003,2025-01-13T14:13,,,25-170.3
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM003.DOVI-2.20250113.cn,A00000314171,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_003,2025-01-13T14:13,,,25-170.4
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM003.MEPO5-4.20250113.cn,A00000314205,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_003,2025-01-13T14:13,,,25-170.5
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM003.STTA-3.20250113.cn,A00000314253,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_003,2025-01-13T14:13,,,25-170.6
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM008.CHTR2-2.20250119.cn,A00000314182,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_008,2025-01-19T09:39,,,25-170.7
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM008.MEPO5-1.20250119.cn,A00000314197,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_008,2025-01-19T09:39,,,25-170.8
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM011.CLIP-2.20250118.cn,A00000314186,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_011,2025-01-18T13:29,,,25-170.9
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM011.MEPO5-1.20250118.cn,A00000314254,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_011,2025-01-18T13:29,,,25-170.10
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM013.CLIP-2.20250118.cn,A00000314169,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_013,2025-01-18T12:00,,,25-170.11
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM013.COER3-1.20250126.cn,A00000314200,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_013,2025-01-26T09:41,,,25-170.12
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM013.MEPO5-1.20250118.cn,A00000314206,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_013,2025-01-18T12:00,,,25-170.13
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM015.MEPO5-1.20250124.cn,A00000314264,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_015,2025-01-24T07:57,,,25-170.14
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM019.FRUH-1.20250124.cn,A00000314262,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_019,2025-01-24T10:09,,,25-170.15
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM031.ACKO-1.20250120.cn,A00000314188,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_031,2025-01-20T11:24,,,25-170.16
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM031.MEPO5-2.20250120.cn,A00000314198,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_031,2025-01-20T11:24,,,25-170.17
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM039.DILI-1.20250119.cn,A00000314355,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_039,2025-01-19T12:37,,,25-170.18
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM039.SAPA11-1.20250126.cn,A00000314358,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_039,2025-01-26T12:43,,,25-170.19
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM041.ACKO-2.20250120.cn,A00000314361,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_041,2025-01-20T14:00,,,25-170.20
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM041.MEPO5-1.20250120.cn,A00000314364,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_041,2025-01-20T14:00,,,25-170.21
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM041.MYLE2-1.20250126.cn,A00000314335,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_041,2025-01-26T10:19,,,25-170.22
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM045.MEPO5-2.20250126.cn,A00000314196,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_045,2025-01-26T11:37,,,25-170.23
D20,5/6/25,D202025050190458499,suehana@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 881061998126,N,A00000314203,cfc.PUUM045.SACY3-1.20250126.cn,A00000314350,cfc_chemistrySubsampling_in.cnSampleID,standardSample,PUUM_045,2025-01-26T11:37,,,25-170.24
