domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN001.JUNI-1.20250603.cn,A00000474783,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_001,2025-06-03T09:18,,,25-238.1
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN001.PLOC-2.20250603.cn,A00000474902,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_001,2025-06-03T09:18,,,25-238.2
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN001.PRSES-3.20250603.cn,A00000474883,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_001,2025-06-03T09:18,,,25-238.3
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN003.CLIP-1.20250609.cn,A00000474813,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_003,2025-06-09T11:54,,,25-238.4
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN005.LITU-2.20250603.cn,A00000474766,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_005,2025-06-03T14:19,,,25-238.5
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN005.MAPO-1.20250609.cn,A00000474730,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_005,2025-06-09T14:32,,,25-238.6
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN005.PRSES-3.20250603.cn,A00000474803,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_005,2025-06-03T14:19,,,25-238.7
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN005.QUAL-1.20250603.cn,A00000474793,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_005,2025-06-03T14:19,,,25-238.8
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN006.CLIP-1.20250609.cn,A00000474772,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_006,2025-06-09T13:02,,,25-238.9
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN007.ASTR-1.20250610.cn,A00000474794,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_007,2025-06-10T08:55,,,25-238.10
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN007.CAGL8-1.20250604.cn,A00000474738,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_007,2025-06-04T10:43,,,25-238.11
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN007.LITU-3.20250604.cn,A00000474899,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_007,2025-06-04T10:43,,,25-238.12
D02,8/20/25,D0220250820143908126,landes@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Overnight,# 401183551803,N,cfc.BLAN007.QURU-2.20250604.cn,A00000474735,cfc_chemistrySubsampling_in.cnSampleID,standardSample,BLAN_007,2025-06-04T10:43,,,25-238.13
