domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE048602.2025.0-1.POOL.CN,A00000391801,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_048.basePlot.bbc,2025-09-17T09:23,,,26-094.1
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE048602.2025.1-2.POOL.CN,A00000391802,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_048.basePlot.bbc,2025-09-17T09:23,,,26-094.2
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE048602.2025.2-10.POOL.CN,A00000391803,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_048.basePlot.bbc,2025-09-17T09:23,,,26-094.3
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE048939.2025.0-1.POOL.CN,A00000391804,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_048.basePlot.bbc,2025-09-01T10:25,,,26-094.4
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE048939.2025.1-2.POOL.CN,A00000391805,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_048.basePlot.bbc,2025-09-01T10:25,,,26-094.5
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE048939.2025.2-10.POOL.CN,A00000391806,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_048.basePlot.bbc,2025-09-01T10:25,,,26-094.6
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE049023.2025.0-1.POOL.CN,A00000391807,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_049.basePlot.bbc,2025-09-01T12:32,,,26-094.7
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE049023.2025.1-2.POOL.CN,A00000391808,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_049.basePlot.bbc,2025-09-01T12:32,,,26-094.8
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE049023.2025.2-10.POOL.CN,A00000391809,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_049.basePlot.bbc,2025-09-01T12:32,,,26-094.9
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE049329.2025.0-1.POOL.CN,A00000391810,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_049.basePlot.bbc,2025-09-01T12:46,,,26-094.10
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE049329.2025.1-2.POOL.CN,A00000391811,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_049.basePlot.bbc,2025-09-01T12:46,,,26-094.11
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE049329.2025.2-10.POOL.CN,A00000391812,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_049.basePlot.bbc,2025-09-01T12:46,,,26-094.12
D05,3/31/26,D0520260331081231111,uchytil@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 870165850690,N,A00000413494,BBC.TREE050698.2025.0-1.POOL.CN,A00000391813,bbc_chemistryPooling_in.cnSampleID,standardSample,TREE_050.basePlot.bbc,2025-08-27T13:22,,,26-094.13
