domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,SIRFER ID
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO.2024.flr.cn,A00000267616,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,7/23/24,,25-021.1
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO.2024.mxt.cn,A00000267615,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,6/25/24,,25-021.2
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO.2024.sds.cn,A00000267647,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,6/25/24,,25-021.3
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO.2024.twi.cn,A00000267613,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,6/25/24,,25-021.4
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO.2024.wdy.cn,A00000267614,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,6/25/24,,25-021.5
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO040.20241014.ndl.cn,A00000267669,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.6
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO041.20241014.ndl.cn,A00000267653,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.7
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO046.20241014.ndl.cn,A00000267633,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.8
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO051.20241014.ndl.cn,A00000267618,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.9
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO057.20241014.ndl.cn,A00000267667,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.10
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO058.20241014.ndl.cn,A00000267621,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.11
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO061.20241014.ndl.cn,A00000267648,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.12
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO062.20241014.lvs.cn,A00000267632,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.13
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO062.20241014.ndl.cn,A00000267654,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.14
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO063.20241014.ndl.cn,A00000267670,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.15
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO064.20241014.ndl.cn,A00000267619,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.16
D13,1/6/25,D1320250106113438993,kacmarsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 771238313205,N,A00000267673,NEON.ltr.NIWO067.20241014.ndl.cn,A00000267634,ltr_chemistrySubsampling_in.cnSampleID,N,NIWO,10/14/24,,25-021.17
