domainID,dateShipped,shipmentID,senderID,sentTo,shipmentService,shipmentMethod,trackingNumber,quarantineStatus,containerID,sampleID,sampleCode,sampleClass,sampleType,namedlocation,collectdate,,,SIRFER ID
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN056178.2025.0-1.POOL.CN,A00000474925,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_056.basePlot.bbc,2025-08-21T11:45,,,26-152.1
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN057068.2025.1-2.POOL.CN,A00000474926,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_057.basePlot.bbc,2025-08-20T08:21,,,26-152.2
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN059096.2025.0-1.POOL.CN,A00000474927,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_059.basePlot.bbc,2025-08-19T13:37,,,26-152.3
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN063136.2025.2-10.POOL.CN,A00000474928,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_063.basePlot.bbc,2025-08-11T15:06,,,26-152.4
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN063136.2025.1-2.POOL.CN,A00000474929,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_063.basePlot.bbc,2025-08-11T15:06,,,26-152.5
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN053171.2025.1-2.POOL.CN,A00000474941,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_053.basePlot.bbc,2025-08-18T13:59,,,26-152.6
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN060101.2025.0-1.POOL.CN,A00000474942,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_060.basePlot.bbc,2025-08-18T10:56,,,26-152.7
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN064167.2025.0-1.POOL.CN,A00000474943,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_064.basePlot.bbc,2025-08-21T12:23,,,26-152.8
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN064167.2025.2-10.POOL.CN,A00000474944,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_064.basePlot.bbc,2025-08-21T12:23,,,26-152.9
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN048141.2025.1-2.POOL.CN,A00000474957,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_048.basePlot.bbc,2025-08-11T14:30,,,26-152.10
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN051102.2025.1-2.POOL.CN,A00000474958,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_051.basePlot.bbc,2025-08-18T11:52,,,26-152.11
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN052071.2025.2-10.POOL.CN,A00000474959,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_052.basePlot.bbc,2025-08-12T11:27,,,26-152.12
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN054069.2025.1-2.POOL.CN,A00000474960,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_054.basePlot.bbc,2025-08-19T12:26,,,26-152.13
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN055194.2025.0-1.POOL.CN,A00000474961,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_055.basePlot.bbc,2025-08-20T09:38,,,26-152.14
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN032148.2025.0-1.POOL.CN,A00000475689,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_032.basePlot.bbc,2025-08-06T10:11,,,26-152.15
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN032148.2025.1-2.POOL.CN,A00000475690,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_032.basePlot.bbc,2025-08-06T10:11,,,26-152.16
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN032148.2025.2-10.POOL.CN,A00000475691,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_032.basePlot.bbc,2025-08-06T10:11,,,26-152.17
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN033174.2025.0-1.POOL.CN,A00000475692,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_033.basePlot.bbc,2025-08-07T15:01,,,26-152.18
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN033174.2025.1-2.POOL.CN,A00000475693,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_033.basePlot.bbc,2025-08-07T15:01,,,26-152.19
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN034014.2025.0-1.POOL.CN,A00000475694,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_034.basePlot.bbc,2025-08-11T09:14,,,26-152.20
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN034014.2025.1-2.POOL.CN,A00000475695,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_034.basePlot.bbc,2025-08-11T09:14,,,26-152.21
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN035054.2025.0-1.POOL.CN,A00000475696,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_035.basePlot.bbc,2025-08-06T09:23,,,26-152.22
D02,4/21/26,D0220260421072410026,malinsky@battelleecology.org,SIRFER Lab at University of Utah,FedEx,Ground,# 489163656024,N,D00000090589,BBC.BLAN039196.2025.1-2.POOL.CN,A00000475697,bbc_chemistryPooling_in.cnSampleID,standardSample,BLAN_039.basePlot.bbc,2025-08-14T10:11,,,26-152.23
