analysisDate,sampleID,sampleCode,sampleType,internalLabID,runID,acidTreatment,co2Trapped,nitrogenPercent,carbonPercent,CNratio,d15N,d13C,analyticalRepNumber,cnPercentQF,cnIsotopeQF,percentAccuracyQF,isotopeAccuracyQF,remarks,testMethod,instrument,analyzedBy,reviewedBy
20250507,cfc.UNDE001.ACRU-2.20240626.cn,A00000415548,vegetation,24-364.1,250507_24-364.1-redo,,N,1.316563539,45.76846244,34.76358039,-7.479144444,-25.85538642,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250507,cfc.UNDE008.POTR5-1.20240702.cn,A00000415556,vegetation,24-364.10,250507_24-364.1-redo,,N,2.610715073,51.00356976,19.53624518,-0.805247847,-30.21360909,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250507,cfc.UNDE010.ABBA-2.20240626.cn,A00000415526,vegetation,24-364.11,250507_24-364.1-redo,,N,0.871435683,51.1195053,58.6612487,-6.668848984,-27.83007832,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250507,cfc.UNDE010.ACRU-4.20240626.cn,A00000455624,vegetation,24-364.12,250507_24-364.1-redo,,N,1.274414602,50.17048598,39.36747578,-4.451682795,-28.12400266,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250507,cfc.UNDE010.POGR4-1.20240626.cn,A00000415513,vegetation,24-364.13,250507_24-364.1-redo,,N,2.125555819,49.952996,23.50114523,-1.603881326,-28.06202847,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250507,cfc.UNDE010.POTR5-3.20240626.cn,A00000455620,vegetation,24-364.14,250507_24-364.1-redo,,N,2.560447207,46.87038004,18.3055444,-0.833097332,-27.14000858,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250507,cfc.UNDE011.ACRU-2.20240625.cn,A00000415475,vegetation,24-364.15,250507_24-364.1-redo,,N,1.379501192,48.17544378,34.92236475,-7.878379903,-28.74519549,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250507,cfc.UNDE011.ACSA3-1.20240625.cn,A00000455520,vegetation,24-364.16,250507_24-364.1-redo,,N,1.527302397,47.10783733,30.84381811,-5.278616158,-26.47801537,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250507,cfc.UNDE011.THOC2-1.20240701.cn,A00000415552,vegetation,24-364.17,250507_24-364.1-redo,,N,0.809577123,49.99577659,61.75542162,-7.842628062,-26.51145813,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250507,cfc.UNDE011.THOC2-3.20240625.cn,A00000455533,vegetation,24-364.18,250507_24-364.1-redo,,N,1.075413022,49.48857307,46.01820143,-7.102875551,-24.63156805,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
