"analysisDate","sampleID","sampleCode","sampleType","internalLabID","runID","acidTreatment","co2Trapped","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20251014","BBC.UNDE037602.2024.0-1.POOL.CN","A00000398797","vegetation","25-099.1","25-099.1","","N",1.01650850888111,53.3137795593197,52.4479422390701,-0.294797508875963,-28.761038437082,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251014","BBC.UNDE038772.2024.0-1.POOL.CN","A00000398800","vegetation","25-099.10","25-099.1","","N",1.17310245465395,53.129078958166,45.2893766843565,-3.02174390904617,-29.3826870875085,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE060260.2024.0-1.POOL.CN","A00000441125","vegetation","25-099.100","25-099.4-25-096.5","","N",1.57525288711019,55.2739195607719,35.0889181115371,-1.09500028232105,-27.6025224757953,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE060260.2024.1-2.POOL.CN","A00000441126","vegetation","25-099.101","25-099.4-25-096.5","","N",1.17651745459189,54.9469970991806,46.7030870513014,-2.65412451295901,-27.0883348461272,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE060260.2024.2-10.POOL.CN","A00000441127","vegetation","25-099.102","25-099.4-25-096.5","","N",1.22873208327769,54.4947350343966,44.3503801813572,-1.96381296431089,-26.1738813969571,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE061316.2024.0-1.POOL.CN","A00000441161","vegetation","25-099.103","25-099.4-25-096.5","","N",1.04613988960526,51.5583594763596,49.2843834640644,0.138853336437856,-28.874136194675,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE061316.2024.1-2.POOL.CN","A00000441162","vegetation","25-099.104","25-099.4-25-096.5","","N",0.787535753731745,52.5824311924812,66.7683098111024,-0.315522609457025,-29.0414267807746,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE061316.2024.2-10.POOL.CN","A00000441163","vegetation","25-099.105","25-099.4-25-096.5","","N",0.501175863653674,56.3291982274645,112.394076236659,-1.6694365348374,-29.1173746542185,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE061867.2024.0-1.POOL.CN","A00000441164","vegetation","25-099.106","25-099.4-25-096.5","","N",1.27915521446849,52.024564970195,40.6710338055512,1.01861035765461,-27.7780236428077,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE061867.2024.1-2.POOL.CN","A00000441128","vegetation","25-099.107","25-099.4-25-096.5","","N",0.677184041265269,51.3912312128132,75.8896076711915,0.398366517810399,-28.3620012102351,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE061867.2024.2-10.POOL.CN","A00000441129","vegetation","25-099.108","25-099.4-25-096.5","","N",0.633439065642773,48.1954078196521,76.0853102275063,0.209788189153343,-27.6610228647994,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE065028.2024.0-1.POOL.CN","A00000441165","vegetation","25-099.109","25-099.4-25-096.5","","N",1.14350463386578,52.6205375498884,46.0168992686957,0.831216019909955,-28.7489248357538,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251014","BBC.UNDE038772.2024.1-2.POOL.CN","A00000398816","vegetation","25-099.11","25-099.1","","N",0.779,52.5068664293489,67.4029094086635,-4.21854740780382,-28.8255982634245,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE065028.2024.1-2.POOL.CN","A00000441130","vegetation","25-099.110","25-099.4-25-096.5","","N",0.604647055732861,53.0999424647514,87.8197321252011,-1.812549318176,-28.6103712828492,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE065028.2024.2-10.POOL.CN","A00000441166","vegetation","25-099.111","25-099.4-25-096.5","","N",0.471776442969073,54.8151294382947,116.18878020556,-0.908167083333701,-29.2302701417704,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE065358.2024.0-1.POOL.CN","A00000441167","vegetation","25-099.112","25-099.4-25-096.5","","N",1.04449134684871,48.0982029624228,46.0494030013153,0.520478380763927,-29.0188476832642,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE065358.2024.1-2.POOL.CN","A00000441168","vegetation","25-099.113","25-099.4-25-096.5","","N",0.509137147986431,55.5216920785296,109.05056191266,-1.30676480042457,-29.2980074343015,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE065358.2024.2-10.POOL.CN","A00000441169","vegetation","25-099.114","25-099.4-25-096.5","","N",0.6292389990757,52.1734344121041,82.9151315934685,-0.896276933967123,-28.9962685857538,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE078200.2024.0-1.POOL.CN","A00000441170","vegetation","25-099.115","25-099.4-25-096.5","","N",1.14886095670467,46.6461648026144,40.6020976954528,0.642244601855033,-28.0212621023513,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE078200.2024.1-2.POOL.CN","A00000441131","vegetation","25-099.116","25-099.4-25-096.5","","N",0.75277276496269,52.0065421752908,69.0866415416456,0.157851428463078,-28.1587893326418,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE078200.2024.2-10.POOL.CN","A00000441171","vegetation","25-099.117","25-099.4-25-096.5","","N",0.503480413515617,51.012511496426,101.319753712413,-1.3009106456551,-27.133493041148,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","BBC.UNDE078614.2024.0-1.POOL.CN","A00000441172","vegetation","25-099.118","25-099.4-25-096.5","","N",1.4978648813869,48.9668561360296,32.6911036799863,-0.437876641213963,-28.9377681967497,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
