"analysisDate","sampleID","sampleCode","sampleType","internalLabID","runID","acidTreatment","co2Trapped","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20260323","BBC.RMNP041185.2025.0-1.POOL.CN","A00000269630","vegetation","26-059.1","26-058.3-059.1","","N",1.03143971453545,53.3372099848097,51.7114177718397,2.27740581512843,-27.1620925244001,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","BBC.RMNP041185.2025.1-2.POOL.CN","A00000269644","vegetation","26-059.2","26-058.3-059.1","","N",0.792287822860998,54.6634600374678,68.9944467909084,0.0994576144254969,-27.0507606687066,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","BBC.RMNP041185.2025.2-10.POOL.CN","A00000269643","vegetation","26-059.3","26-058.3-059.1","","N",0.391487553513243,55.2652888579474,141.167422468459,-0.490514916348047,-26.5762996762187,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","BBC.RMNP041315.2025.0-1.POOL.CN","A00000269642","vegetation","26-059.4","26-058.3-059.1","","N",1.30102367204841,50.9325769643467,39.1480785927249,1.56208939546511,-28.2285892728652,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","BBC.RMNP041315.2025.1-2.POOL.CN","A00000269641","vegetation","26-059.5","26-058.3-059.1","","N",1.07225146775941,53.6229768834027,50.0097024772127,0.761471917782643,-27.9185248523358,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","BBC.RMNP041315.2025.2-10.POOL.CN","A00000269640","vegetation","26-059.6","26-058.3-059.1","","N",1.02340693026998,54.5256864637061,53.2785980346273,1.14297798921789,-27.6979421102142,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP042573.2025.0-1.POOL.CN","A00000269636","vegetation","26-059.10","26-059.2","","N",1.07480416841796,51.8090672033231,48.2032622552838,1.80859982368328,-27.8843720718376,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP042573.2025.1-2.POOL.CN","A00000269635","vegetation","26-059.11","26-059.2","","N",0.716980374325636,52.0048359049996,72.53313726183,0.99228234084293,-27.9369052576783,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP042573.2025.2-10.POOL.CN","A00000269634","vegetation","26-059.12","26-059.2","","N",0.555430089049632,55.3054111544295,99.5722274410084,1.9535855574214,-26.6647781103592,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP043180.2025.0-1.POOL.CN","A00000269633","vegetation","26-059.13","26-059.2","","N",1.09985021345494,53.0120807169206,48.1993639391992,0.692507788206173,-26.6101847995835,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP043180.2025.1-2.POOL.CN","A00000269632","vegetation","26-059.14","26-059.2","","N",0.674562043802395,56.6652316425582,84.0029944809015,0.425259233776923,-26.4258036179073,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP043180.2025.2-10.POOL.CN","A00000269629","vegetation","26-059.15","26-059.2","","N",0.694964330436222,56.6730566443409,81.5481516997683,1.28659395471783,-25.7274212649662,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP043398.2025.0-1.POOL.CN","A00000269631","vegetation","26-059.16","26-059.2","","N",1.15379399994749,52.8293569581171,45.7875122946743,2.45937604201223,-27.2653045288912,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP043398.2025.1-2.POOL.CN","A00000269645","vegetation","26-059.17","26-059.2","","N",1.23249112113355,50.277022776265,40.7930101192324,4.31551571178426,-26.2197911244144,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP043398.2025.2-10.POOL.CN","A00000269660","vegetation","26-059.18","26-059.2","","N",0.564651796069104,54.7123110353884,96.895664578197,0.840410817728589,-25.9437343831338,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP044269.2025.0-1.POOL.CN","A00000269646","vegetation","26-059.19","26-059.2","","N",1.03075384429023,50.8523150636974,49.3350719431117,0.0205112423962714,-27.373461087975,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP044269.2025.1-2.POOL.CN","A00000269647","vegetation","26-059.20","26-059.2","","N",0.872351256696155,54.0981964100737,62.014235658878,-0.302437891630398,-27.4527758979698,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP044269.2025.2-10.POOL.CN","A00000269648","vegetation","26-059.21","26-059.2","","N",0.392402142882965,54.8914787996149,139.885777371981,-0.874237121203592,-26.6122449245185,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP044515.2025.0-1.POOL.CN","A00000269649","vegetation","26-059.22","26-059.2","","N",0.667660955258073,50.5238638755507,75.6729347098357,3.22475091574113,-27.3714009630401,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP044515.2025.1-2.POOL.CN","A00000269650","vegetation","26-059.23","26-059.2","","N",0.478119284221915,52.6715611527116,110.164059243978,2.58115254731006,-28.2294429984383,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP044515.2025.2-10.POOL.CN","A00000269659","vegetation","26-059.24","26-059.2","","N",0.378892821815928,53.4001849524412,140.937441613459,0.445664213704131,-28.4509064289433,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP045106.2025.0-1.POOL.CN","A00000269651","vegetation","26-059.25","26-059.2","","N",1.18284202284829,53.4779806663301,45.2114311406986,3.14086980408617,-27.4033328995315,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP045106.2025.1-2.POOL.CN","A00000269658","vegetation","26-059.26","26-059.2","","N",0.993914361272175,55.4046620152065,55.7438992473059,0.596702101864861,-27.1622982821447,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP045106.2025.2-10.POOL.CN","A00000269652","vegetation","26-059.27","26-059.2","","N",0.375425007452956,54.8253842824188,146.035514933802,2.80513220757011,-26.5875234252993,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP045273.2025.0-1.POOL.CN","A00000269654","vegetation","26-059.28","26-059.2","","N",1.0334862570736,53.2156228465719,51.4913696068453,1.4890619754276,-28.7980374804789,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP045273.2025.1-2.POOL.CN","A00000269653","vegetation","26-059.29","26-059.2","","N",0.79807454265566,49.525552316548,62.0562988411428,0.999696055720578,-27.8555303227486,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP045273.2025.2-10.POOL.CN","A00000269655","vegetation","26-059.30","26-059.2","","N",0.532872696822118,57.265840373717,107.466268613934,0.576619251438578,-27.3940623373243,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP046064.2025.0-1.POOL.CN","A00000269656","vegetation","26-059.31","26-059.2","","N",1.05500255894666,54.8844806173654,52.0230781924959,2.60276118990449,-27.6423073919833,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP046064.2025.1-2.POOL.CN","A00000269657","vegetation","26-059.32","26-059.2","","N",0.73690730302473,54.4458795503585,73.8842990521039,1.12629875599223,-27.5413612701718,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP046064.2025.2-10.POOL.CN","A00000269676","vegetation","26-059.33","26-059.2","","N",0.466169959701699,54.5933084563113,117.110309920539,1.72435497766327,-27.4960385216033,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP046926.2025.0-1.POOL.CN","A00000269675","vegetation","26-059.34","26-059.2","","N",1.1894259434073,52.4272422279202,44.0777692117039,2.00578706673837,-22.7371499219157,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP046926.2025.1-2.POOL.CN","A00000269671","vegetation","26-059.35","26-059.2","","N",0.984545401007507,51.6476072650931,52.458329714649,1.90496686601785,-25.8129164497657,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP047064.2025.0-1.POOL.CN","A00000269674","vegetation","26-059.36","26-059.2","","N",0.935565821583416,54.7868409644338,58.5601137840935,-0.166941583345453,-26.7976561686622,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP047064.2025.1-2.POOL.CN","A00000269673","vegetation","26-059.37","26-059.2","","N",1.04389305257381,55.2075678754152,52.886229809937,-0.472140662009574,-26.2774746225924,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP042157.2025.0-1.POOL.CN","A00000269639","vegetation","26-059.7","26-059.2","","N",1.17604873391418,54.02714022527,45.9395420166428,1.18184402200041,-27.5691729567933,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP042157.2025.1-2.POOL.CN","A00000269638","vegetation","26-059.8","26-059.2","","N",1.33362072328687,55.2019679374351,41.3925540999267,0.660949847143665,-28.4272149921916,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","BBC.RMNP042157.2025.2-10.POOL.CN","A00000269637","vegetation","26-059.9","26-059.2","","N",0.50280556822067,56.5979837002451,112.564353454824,-0.378921249650737,-26.1085443779282,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","BBC.RMNP047064.2025.2-10.POOL.CN","A00000269672","vegetation","26-059.38","26-059.3-26-019.3","","N",0.607815995580917,55.6523316909588,91.5611502421376,-0.121358817466078,-25.0092031365217,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","BBC.RMNP047382.2025.0-1.POOL.CN","A00000269667","vegetation","26-059.39","26-059.3-26-019.3","","N",0.993459555964903,56.0847910309435,56.4540254247903,1.70321663381964,-26.6767839846743,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","BBC.RMNP047382.2025.1-2.POOL.CN","A00000269669","vegetation","26-059.40","26-059.3-26-019.3","","N",0.733004878338605,54.8929153824611,74.887517129325,0.144598729740699,-26.1394407145594,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","BBC.RMNP047382.2025.2-10.POOL.CN","A00000269670","vegetation","26-059.41","26-059.3-26-019.3","","N",0.430644286988726,54.2623910382611,126.002811781598,-0.28877656084008,-26.4390941352316,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","BBC.RMNP048088.2025.0-1.POOL.CN","A00000269668","vegetation","26-059.42","26-059.3-26-019.3","","N",1.07975528375693,51.2422701595128,47.4572997514947,0.864909691812286,-26.3284112463311,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","BBC.RMNP048088.2025.1-2.POOL.CN","A00000269663","vegetation","26-059.43","26-059.3-26-019.3","","N",0.724978456897564,52.616028774675,72.5759893608941,0.816835475259525,-25.7733702849931,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","BBC.RMNP048088.2025.2-10.POOL.CN","A00000269662","vegetation","26-059.44","26-059.3-26-019.3","","N",0.575228790955059,53.5657562584388,93.1207844612627,0.424467071611081,-25.5733241887774,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","BBC.RMNP048359.2025.0-1.POOL.CN","A00000269666","vegetation","26-059.45","26-059.3-26-019.3","","N",0.926094421625605,55.7905875737033,60.242871861567,1.86832780545647,-26.5788031770537,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
