"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20250825","Spinach",NA,"25-047.2",5.74110649158947,40.646393150618,7.07988838217226,-0.297449021783442,-27.5858092736148,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250825","Spinach",NA,"25-047.2",5.86147236413292,40.6778626880555,6.93987110422433,-0.249640803154007,-27.3470130650916,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250825","Spinach",NA,"25-047.2",5.94618843628694,40.5456782602274,6.81876780305097,-0.325439334883639,-27.5752681170779,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250825","Spinach",NA,"25-047.2",6.02833133756815,40.3692498294882,6.69658775686562,-0.255901307832172,-27.6435086450067,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250825","Spinach",NA,"25-047.2",6.06153662828886,40.7622236402136,6.72473436025752,-0.2866932827584,-27.5862292579917,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250825","Spinach",NA,"25-047.2",6.14994121416943,40.3807364006324,6.56603616106044,-0.337169058122,-27.5395571648683,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250825","Spinach",NA,"25-047.2",5.95328724551268,40.6283195560151,6.82451860300188,-0.228880442042665,-27.2414922065123,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250822","Spinach",NA,"25-047.1",5.75252355929152,40.7183863501408,7.07835194944524,-0.518628701249661,-27.3365250917956,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250822","Spinach",NA,"25-047.1",5.77879936093365,40.6969288590013,7.04245403190917,-0.62515624625103,-27.3671041236392,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250822","Spinach",NA,"25-047.1",5.84439224603645,40.3258667990882,6.89992476573358,-0.645231866595869,-27.400959240065,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250822","Spinach",NA,"25-047.1",5.95432542904716,40.427052887443,6.78952693620448,-0.536795938945695,-27.3889343833206,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250822","Spinach",NA,"25-047.1",5.97657216576482,40.3236301707387,6.74694943059865,-0.524027837788657,-27.3022431683184,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250822","Spinach",NA,"25-047.1",6.22960223071459,40.7620618526543,6.5432848427593,-0.432830153359174,-27.378918094229,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250822","Spinach",NA,"25-047.1",5.90789807070538,40.2899841112486,6.81968165819051,-0.4870835712173,-27.2903739850936,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
