"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20251124","Spinach",NA,"25-238.1",5.75292958172273,40.6079896179451,7.0586627284572,-0.367637977804939,-27.4430865051075,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251124","Spinach",NA,"25-238.1",5.69957257624292,40.4407751581757,7.09540489522702,-0.52141049760218,-27.4018131418567,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251124","Spinach",NA,"25-238.1",5.91100164664177,40.5079677901357,6.852978600192,-0.506737767682131,-27.5692348326012,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251124","Spinach",NA,"25-238.1",5.97418417709934,40.4594734616376,6.77238469090553,-0.339434848311229,-27.4020623130251,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251124","Spinach",NA,"25-238.1",5.98393006349201,40.5393269121084,6.77469931666465,-0.428307553698088,-27.540340816872,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251124","Spinach",NA,"25-238.1",6.12789562751698,40.4618919883448,6.60290162362637,-0.465632027136354,-27.3855514468941,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251124","Spinach",NA,"25-238.1",6.20892012385622,40.5533604874126,6.53146757865292,-0.399779430903072,-27.4041261712915,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251201","Spinach",NA,"25-238.2",5.75966286509717,40.4394092781642,7.02114172744761,-0.281221326620077,-27.1852877380018,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251201","Spinach",NA,"25-238.2",5.96140084880896,40.5456530067602,6.80136330957528,-0.383878443173048,-27.3715089752773,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251201","Spinach",NA,"25-238.2",5.98459957863522,40.3368600369555,6.74011009541164,-0.291107570859736,-27.3859401792885,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251201","Spinach",NA,"25-238.2",5.92602633812247,40.6359138907874,6.85719427694309,-0.285083727427394,-27.2838909509236,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251201","Spinach",NA,"25-238.2",5.95783057359103,40.4752939752192,6.79362957292407,-0.30887537131228,-27.2034885285755,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251201","Spinach",NA,"25-238.2",6.07709376300636,40.5674978581525,6.67547670649788,-0.345004697964554,-27.1962729265699,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251201","Spinach",NA,"25-238.2",6.13797462999138,40.6187992824865,6.61762254343882,-0.275061877792459,-27.1375173102385,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
