"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20250930","Spinach",NA,"25-096.1",6.12620598116126,40.7436311671911,6.65071192390235,-0.37119785113293,-27.6318010274806,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250930","Spinach",NA,"25-096.1",5.63284520788138,40.6289857995917,7.21287099150964,-0.469360064183937,-27.3731865220236,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250930","Spinach",NA,"25-096.1",5.75051714903293,40.7378138497457,7.08420004565965,-0.416729278797983,-27.6895447465864,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250930","Spinach",NA,"25-096.1",5.83719668647431,40.3601683015805,6.91430672451063,-0.455661270150011,-27.7174564331151,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250930","Spinach",NA,"25-096.1",5.74791318287529,40.2581874780834,7.00396582154795,-0.357653425470845,-27.6366424067345,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250930","Spinach",NA,"25-096.1",6.07914987452073,40.5654661506828,6.6728846940759,-0.421967254513279,-27.3020311303753,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251001","Spinach",NA,"25-096.1",5.60496556655392,40.6320934477893,7.24930295562386,-0.406273501381002,-27.4520523840657,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251002","Spinach",NA,"25-096.2",5.69467398374806,40.468744871744,7.106419961395,-0.383357807209628,-27.2604071902423,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251002","Spinach",NA,"25-096.2",5.96869035702369,40.6560076871985,6.8115457923456,-0.471171345829787,-27.3078865845963,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251002","Spinach",NA,"25-096.2",5.97704502932252,40.7152492690416,6.81193617737502,-0.683146563561049,-27.4106063073528,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251003","Spinach",NA,"25-096.2",5.99789756646172,40.5654405816767,6.76327665355697,-0.385267033193596,-27.4249265471944,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
