"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20251014","Spinach",NA,"25-099.1",5.84873123307901,40.3503141208281,6.89898586767271,-0.304091878720693,-27.3365571074616,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251014","Spinach",NA,"25-099.1",5.8043137254902,40.6362480335222,7.00104266505517,-0.21273380394328,-27.7895171793804,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251014","Spinach",NA,"25-099.1",5.92254616530156,40.571283912264,6.85031112968931,-0.359405171931214,-27.6000028504396,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251014","Spinach",NA,"25-099.1",6.00629428397184,40.5825699648138,6.75667359042178,-0.314561009842143,-27.2240980551231,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251014","Spinach",NA,"25-099.1",6.05922224024,40.3850884270239,6.66506142633651,-0.236551257666163,-27.4084059464556,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251015","Spinach",NA,"25-099.1",6.11441902687001,40.6494119222133,6.64812335294296,-0.1307435309787,-27.2772037187274,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251015","Spinach",NA,"25-099.1",6.19315142479279,40.4217250277277,6.52684267752748,-0.11759491292159,-27.0928958273949,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251015","Spinach",NA,"25-099.2",5.73070266750474,40.7013472010095,7.10233099891948,-0.364783228256258,-27.5390010757454,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251015","Spinach",NA,"25-099.2",5.75786671228461,40.564324218547,7.04502661237392,-0.351476614940133,-27.6950380248245,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251015","Spinach",NA,"25-099.2",5.90423671679935,40.5220788963215,6.86322057193673,-0.498699553313853,-27.6390644415693,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251015","Spinach",NA,"25-099.2",5.97891840271686,40.7679893058888,6.81862279427723,-0.305459347216658,-27.4173490127601,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251015","Spinach",NA,"25-099.2",5.91691737425954,40.5727426641029,6.85707440171586,-0.359115751904988,-27.6723557633218,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251016","Spinach",NA,"25-099.2",6.11185973298502,40.5793181862872,6.63943872391004,-0.48244971991528,-27.5308044726448,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251016","Spinach",NA,"25-099.2",6.17671375962912,40.4183752913834,6.5436697998792,-0.269364078337474,-27.3269671113021,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251017","Spinach",NA,"25-099.3",5.73961363291036,40.4350421371226,7.04490663017319,-0.423051831074233,-27.0228152847002,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251017","Spinach",NA,"25-099.3",5.78653961302745,40.558739978128,7.009152739025,-0.383606182773689,-27.4798144432218,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251017","Spinach",NA,"25-099.3",5.90288160796632,40.772245901834,6.90717663163178,-0.501968133234867,-27.3045972770622,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251017","Spinach",NA,"25-099.3",5.98955413442355,40.3836291468411,6.7423431261345,-0.351462902132323,-27.1867611711653,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251017","Spinach",NA,"25-099.3",6.04696283776532,40.6872352696373,6.728540651107,-0.42551303892853,-27.3015232916909,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251017","Spinach",NA,"25-099.3",6.09372975220267,40.6618176114657,6.67273070269778,-0.449095532993268,-27.2472162167994,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251017","Spinach",NA,"25-099.3",6.1727719089923,40.6812279651545,6.5904311004739,-0.3758793374652,-26.8896092519473,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","Spinach",NA,"25-099.4-25-096.5",5.65200338571707,40.7477751359802,7.20943926519084,-0.239267609573736,-27.0308607797372,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","Spinach",NA,"25-099.4-25-096.5",5.72175515995907,40.4296315731989,7.06594924860226,-0.319090191045286,-27.5881539591978,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","Spinach",NA,"25-099.4-25-096.5",5.89045944879641,40.5713048160108,6.88762993255147,-0.397937138496824,-27.2935993689488,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","Spinach",NA,"25-099.4-25-096.5",5.97757393592998,40.6175695108208,6.79499240765168,-0.245436369148442,-27.4218896957123,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","Spinach",NA,"25-099.4-25-096.5",6.00212564007571,40.7052260013018,6.78180172196268,-0.241682277151088,-27.3059152403181,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","Spinach",NA,"25-099.4-25-096.5",6.16677843039512,40.6353859342966,6.58940261806893,-0.277454994804397,-27.2699939488243,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251020","Spinach",NA,"25-099.4-25-096.5",6.24171937966703,40.5201287206703,6.49182160490398,-0.197717969882285,-26.9754393585754,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
