"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20260303","Spinach",NA,"26-019.1",5.69176933207602,40.4880484027356,7.11343802612745,-0.296915660164467,-27.247199070466,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260303","Spinach",NA,"26-019.1",5.88682898309333,40.3285141516749,6.85063457210942,-0.379274185728902,-27.0678691490094,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260303","Spinach",NA,"26-019.1",5.99524004254526,40.3721143040903,6.73402799847701,-0.415598566387339,-27.1021815440884,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260303","Spinach",NA,"26-019.1",6.16959636618293,40.5498214881044,6.57252421088159,-0.283664599136689,-27.3871315701975,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260303","Spinach",NA,"26-019.1",5.96076675406171,40.4900647142243,6.7927611303754,-0.308229660962402,-27.3448020373335,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260304","Spinach",NA,"26-019.1",6.22106573178647,40.461404563143,6.50393458413498,-0.371203067717231,-27.165159629569,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260304","Spinach",NA,"26-019.1",6.28853078793553,40.5595319735412,6.44976280490734,-0.302270001234688,-27.0309440375611,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260307","Spinach",NA,"26-019.2",5.74200667052565,40.6220808227453,7.07454434549213,-0.555054696338959,-27.1182795774045,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260307","Spinach",NA,"26-019.2",5.93397603064502,40.6610728618124,6.85224757427821,-0.644968502242994,-27.5015465640462,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260307","Spinach",NA,"26-019.2",5.94990403865627,40.599907537509,6.82362392296298,-0.575532903804074,-27.3292354040682,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260308","Spinach",NA,"26-019.2",5.97065379794929,40.5981215338646,6.79961071395709,-0.593689349229431,-27.4263562396921,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260308","Spinach",NA,"26-019.2",5.91465841819298,40.3656842538771,6.82468562000398,-0.561361187906448,-27.1861649257834,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260308","Spinach",NA,"26-019.2",6.07588765375749,40.7503187167448,6.70689141059804,-0.661653948071339,-27.1015758108851,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260308","Spinach",NA,"26-019.2",6.06763766180706,40.3894827793009,6.65654164445807,-0.498182238982703,-27.0263854865311,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
