"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20251113","Spinach",NA,"25-237.1",5.78825365594257,40.4833459137993,6.99405180217641,-0.213615632395151,-27.4419210526332,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251113","Spinach",NA,"25-237.1",5.93414283659161,40.5029738075215,6.82541268770422,-0.243785790740302,-27.4475729756905,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251113","Spinach",NA,"25-237.1",5.96404098615692,40.5869778489593,6.8052815101649,-0.236730948344065,-27.6636279867117,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251113","Spinach",NA,"25-237.1",6.10743361636386,40.5900414572043,6.64600616344809,-0.202025111697477,-27.5988058841212,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251113","Spinach",NA,"25-237.1",6.21220931859412,40.6412650650181,6.54215963769482,-0.22739163506881,-27.735069200973,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251113","Spinach",NA,"25-237.1",5.7713806035041,40.5758577635845,7.0305288372333,-0.23762148871553,-27.597752361564,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251113","Spinach",NA,"25-237.1",6.39534599795146,40.5481014570671,6.34025140626564,-0.173221452244057,-27.3651086248534,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251203","Spinach",NA,"25-237.2",5.7424009930218,40.6269833525238,7.07491228876109,-0.494414010057285,-27.460353332517,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251203","Spinach",NA,"25-237.2",5.62864963494469,40.3863914216775,7.17514751157084,-0.317341313491666,-27.3846454623819,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251203","Spinach",NA,"25-237.2",5.99133407580641,40.2864961697296,6.72412782528859,-0.395499701846251,-27.3182679504855,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251203","Spinach",NA,"25-237.2",5.84563501268044,40.395265244821,6.91032970022846,-0.407143835321741,-27.5828370654038,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251203","Spinach",NA,"25-237.2",6.10163367917371,40.6245871777933,6.65798527310062,-0.441412835570757,-27.5094864245079,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251203","Spinach",NA,"25-237.2",6.12483695204819,40.5131926134577,6.61457487450499,-0.453921077595442,-27.4061756626827,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251203","Spinach",NA,"25-237.2",6.12210770963184,40.7304275877724,6.65300734968967,-0.368403600919636,-27.3307588065504,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
