"analysisDate","sampleID","sampleCode","sampleType","internalLabID","runID","acidTreatment","co2Trapped","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20251104","cfc.RMNP004.ABLAL-1.20250811.cn","A00000269580","vegetation","25-239.1","25-239","","N",0.971757714713094,53.0469351060828,54.5886431390407,-4.28603965771682,-25.7265209200789,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251104","cfc.RMNP006.PIEN-2.20250812.cn","A00000269560","vegetation","25-239.10","25-239","","N",0.593485157785277,50.3012101331852,84.7556328466502,-7.59100371710961,-25.6495278044014,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251104","cfc.RMNP009.PIFL2-3.20250812.cn","A00000269541","vegetation","25-239.11","25-239","","N",0.805359229912602,52.9496182712288,65.7465840144092,-5.76145481689757,-25.4154687327416,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251104","cfc.RMNP009.PIPOS-4.20250812.cn","A00000269622","vegetation","25-239.12","25-239","","N",0.994514957693528,53.7888251567176,54.0854863374446,-3.94564642096084,-26.8003182400619,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251104","cfc.RMNP009.POTR5-1.20250812.cn","A00000269610","vegetation","25-239.13","25-239","","N",1.89821770900903,52.1388168755338,27.4672481602508,-4.57825072601127,-25.1475326901837,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251104","cfc.RMNP009.PSME-2.20250812.cn","A00000269536","vegetation","25-239.14","25-239","","N",1.09870620526775,53.2726458507764,48.4867069971577,-3.69087384467403,-23.7637097577392,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251104","cfc.RMNP011.PIPOS-1.20250811.cn","A00000269625","vegetation","25-239.15","25-239","","N",1.02297739419202,52.7538688957308,51.5689488303869,-3.46623714926167,-25.2296586802398,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251104","cfc.RMNP011.PSME-2.20250811.cn","A00000269542","vegetation","25-239.16","25-239","","N",1.00906736003178,53.9110481985329,53.4266098913704,-2.52862776395222,-25.1290543424211,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251104","cfc.RMNP016.PIPOS-1.20250813.cn","A00000269626","vegetation","25-239.17","25-239","","N",0.808569222730853,53.6359554567646,66.33440149455,-3.74829022591849,-26.823929462203,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251104","cfc.RMNP019.PIFL2-1.20250812.cn","A00000269583","vegetation","25-239.18","25-239","","N",1.01154967522613,53.4237867464178,52.8138044574776,-2.53616077967414,-24.7102117931352,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
