"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20260312","Spinach",NA,"26-058.1",6.00830808600749,40.4955017885856,6.73991766216083,-0.227361683574468,-27.3818323965815,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260312","Spinach",NA,"26-058.1",5.89116894782468,40.4669724933153,6.86909047282675,-0.302061183860587,-27.4795067247651,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260312","Spinach",NA,"26-058.1",6.27053986024865,40.6560178176171,6.48365511163578,-0.302239415200598,-27.4798546673643,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260312","Spinach",NA,"26-058.1",6.06074338411519,40.6431544891895,6.70596854433939,-0.273217756019939,-27.3643247127668,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260312","Spinach",NA,"26-058.1",6.14468939142459,40.3108191008481,6.56026961380751,-0.217721649088404,-27.4150583318072,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260313","Spinach",NA,"26-058.1",6.28206721239693,40.4129481609149,6.43306523068786,-0.290074549730359,-27.5013722247931,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260313","Spinach",NA,"26-058.1",6.26694253807127,40.5183656592845,6.46541202717881,-0.238966125367239,-27.3181646058651,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260318","Spinach",NA,"26-058.2",5.96766692419146,40.660334429149,6.81343897802372,-0.32412917315349,-27.4312093282087,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260318","Spinach",NA,"26-058.2",5.76315630014188,40.569757848398,7.03950330956654,-0.4156681876712,-27.4490837141186,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260318","Spinach",NA,"26-058.2",6.01502185878504,40.5512355548902,6.74166054702934,-0.21573667507487,-27.4020722663699,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260318","Spinach",NA,"26-058.2",6.01594728935789,40.6895860308836,6.76362076889583,-0.349708613138008,-27.4479566214063,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260318","Spinach",NA,"26-058.2",5.83880719290242,40.4158696217534,6.92193941099518,-0.349384319634264,-27.4562563380321,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260318","Spinach",NA,"26-058.2",6.07176063888913,40.5392741818334,6.67669175266605,-0.357499185057089,-27.4489940859845,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260318","Spinach",NA,"26-058.2",6.1399752065332,40.6472166080291,6.62009458357074,-0.304351602411645,-27.3888211404473,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","Spinach",NA,"26-058.3-059.1",5.82083484123478,40.3768517505975,6.93660838211179,-0.408275317409362,-27.3667677537132,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","Spinach",NA,"26-058.3-059.1",5.70252593793807,40.5695652414765,7.11431489887194,-0.374826945981699,-27.5887842678005,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","Spinach",NA,"26-058.3-059.1",5.91267017672917,40.3090672379804,6.81740500199505,-0.435925919293109,-27.3767018558096,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","Spinach",NA,"26-058.3-059.1",5.89486673498649,40.673026921359,6.89973645713845,-0.349100111789199,-27.448163500599,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","Spinach",NA,"26-058.3-059.1",5.95023812080588,40.6208529062479,6.82676089284749,-0.413305266192744,-27.3649870277666,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","Spinach",NA,"26-058.3-059.1",5.91112543106725,40.5168791366975,6.8543426474681,-0.398459725251701,-27.4700759756641,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260323","Spinach",NA,"26-058.3-059.1",6.0071022257573,40.3375520679617,6.71497679779812,-0.336706786528104,-27.500250030011,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
