"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20260324","Spinach",NA,"26-059.2",5.86466952046611,40.6156260444243,6.92547566451729,-0.230633748380957,-27.4733771473191,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","Spinach",NA,"26-059.2",6.19208446315526,40.6265958144223,6.56105323759109,-0.301953743003043,-27.2992965903175,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","Spinach",NA,"26-059.2",5.9943058379349,40.4946543952552,6.75552023705317,-0.243573782537512,-27.5279704580947,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","Spinach",NA,"26-059.2",5.74309891041919,40.6726911254014,7.08201125556319,-0.214619069488209,-27.3301984643415,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","Spinach",NA,"26-059.2",5.78174792903357,40.2585867696708,6.96304772601875,-0.260955529342664,-27.5980147058824,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","Spinach",NA,"26-059.2",6.09015949876566,40.6352151443217,6.67227437188756,-0.298860285934225,-27.5918343310776,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260324","Spinach",NA,"26-059.2",6.18825912995488,40.6921890587289,6.57570864506212,-0.201834063166729,-27.5393011452369,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","Spinach",NA,"26-059.3-26-019.3",6.03949230437348,40.3566571040393,6.6821274157126,-0.449549892052341,-27.1929766424327,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","Spinach",NA,"26-059.3-26-019.3",6.16180632966749,40.4255013127342,6.56065756531424,-0.559725118894767,-27.227829465558,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","Spinach",NA,"26-059.3-26-019.3",5.79232135940435,40.5275671664428,6.99677463520609,-0.483040209517434,-27.3800497797196,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","Spinach",NA,"26-059.3-26-019.3",6.0077611714258,40.6261889359182,6.76228428139671,-0.409786248005391,-27.1817067158655,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","Spinach",NA,"26-059.3-26-019.3",6.03593690170038,40.3953811924616,6.69247903852041,-0.508706379295413,-27.192736350421,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","Spinach",NA,"26-059.3-26-019.3",6.1155791288644,40.571498727581,6.63412211217921,-0.594274935145142,-27.2804282042476,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20260326","Spinach",NA,"26-059.3-26-019.3",6.16332996899579,40.6314358838445,6.59244857702543,-0.370048203960996,-27.1896913773511,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
