"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20251028","Spinach",NA,"25-171.1",5.95065817890202,40.6877290878416,6.83751744170072,-0.40198089357463,-27.5896082727587,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251028","Spinach",NA,"25-171.1",5.94327586764468,40.6172062793427,6.83414453306191,-0.476113331398032,-27.2417417642857,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251028","Spinach",NA,"25-171.1",5.68487543846161,40.6198854288882,7.14525513682678,-0.450880416870517,-27.5347743197587,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251028","Spinach",NA,"25-171.1",5.72292810176499,40.3851943760747,7.05673628218737,-0.412476474845468,-27.4679126822537,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251028","Spinach",NA,"25-171.1",5.62941840798048,40.3887085952893,7.1745792670221,-0.42142370178827,-27.4944841303446,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251028","Spinach",NA,"25-171.1",5.62298886063296,40.4451849869258,7.19282680250109,-0.515075035021936,-27.4502008769817,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251028","Spinach",NA,"25-171.1",5.72839702691313,40.6098453879118,7.08921626715446,-0.262570813307191,-27.4073732968537,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251029","Spinach",NA,"25-171.2",5.78511046466677,40.4614571733045,6.99406820672268,-0.39505429535646,-27.1917171181116,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251029","Spinach",NA,"25-171.2",5.92890619352274,40.7784426522549,6.8779031614305,-0.430758803127118,-27.1201413772608,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251029","Spinach",NA,"25-171.2",6.01669581057416,40.6384432126685,6.75427917450101,-0.501635448109638,-27.2471631145453,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251029","Spinach",NA,"25-171.2",6.09236174568965,40.6543441240789,6.67300232998178,-0.345381281276276,-27.3741848518298,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251029","Spinach",NA,"25-171.2",6.06862649582743,40.6592154975997,6.6999040928875,-0.40829173582604,-27.1594576292774,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251029","Spinach",NA,"25-171.2",6.19781839803101,40.3249862915382,6.50631943400424,-0.401937462765599,-27.3197469644222,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251029","Spinach",NA,"25-171.2",5.99473850328372,40.3477731481534,6.73053096912438,-0.328487655895973,-27.04856563641,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251030","Spinach",NA,"25-171.3",5.71073679260281,40.5514896085405,7.10092078855173,-0.320916739702088,-27.4058105653725,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251030","Spinach",NA,"25-171.3",5.87285655838975,40.548696880089,6.90442487006814,-0.440351259824287,-27.3762285136077,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251030","Spinach",NA,"25-171.3",5.91939047515596,40.562746482234,6.85252082160795,-0.455301048520952,-27.4738494783557,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251030","Spinach",NA,"25-171.3",6.00011776095011,40.564542162961,6.76062433756928,-0.372875750935312,-27.3269497530547,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251030","Spinach",NA,"25-171.3",6.05304195063733,40.3372023237039,6.66395552065466,-0.321343392983437,-27.3997860268061,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251031","Spinach",NA,"25-171.3",5.83338144402081,40.3521507347867,6.91745450250771,-0.404975827769808,-27.7075449299809,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251031","Spinach",NA,"25-171.3",6.01177597144783,40.5410219234361,6.74360157730104,-0.314633434212954,-27.1043374797582,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
