"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20250804","Spinach",NA,"25-065.1",5.79597304183899,40.4796753038837,6.98410344763094,-0.593549481584901,-27.1897917998998,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250804","Spinach",NA,"25-065.1",5.72334214938638,40.7600301881543,7.12171824159147,-0.579583025451954,-27.3507016438438,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250804","Spinach",NA,"25-065.1",5.74906983959945,40.3384441375456,7.01651663016779,-0.48768406961178,-27.3541843113839,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250804","Spinach",NA,"25-065.1",5.91071065461818,40.2603906653249,6.81142979547958,-0.61304164024519,-27.1318804958523,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250804","Spinach",NA,"25-065.1",5.93634292454752,40.4030270634712,6.80604668177097,-0.406397519904177,-27.3184569124591,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250804","Spinach",NA,"25-065.1",6.02033704001463,40.6412611959855,6.75066211839308,-0.723708870569999,-27.3383054674173,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250804","Spinach",NA,"25-065.1",6.14873130219292,40.7356107175177,6.62504323501492,-0.615979708306911,-27.1398199178356,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250806","Spinach",NA,"25-065.2",5.83032230611723,40.3772639187254,6.9253913932616,-0.143090986393138,-27.3501731031102,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250806","Spinach",NA,"25-065.2",5.74610594740413,40.4385408106434,7.03755572570185,-0.0925649545666693,-27.5783237649109,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250806","Spinach",NA,"25-065.2",5.85291428183583,40.257301915614,6.87816359117886,-0.204927445010448,-27.7009353450624,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250806","Spinach",NA,"25-065.2",5.98364708244352,40.4874383969686,6.76634798796237,-0.203482760412071,-27.3775925704014,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250806","Spinach",NA,"25-065.2",5.97137220227336,40.2234111356317,6.7360415283305,-0.07100917865068,-27.3967344626614,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250806","Spinach",NA,"25-065.2",6.18146672638853,40.4946562462704,6.55097860082296,-0.19635310157104,-27.4474346097282,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250806","Spinach",NA,"25-065.2",6.18146073723254,40.4900763303104,6.55024403640197,-0.0896770284421621,-27.504860286508,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250807","Spinach",NA,"25-065.3",5.88072012516936,40.5810515157749,6.90069424356532,-0.23263550620099,-27.0408329463256,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250807","Spinach",NA,"25-065.3",5.92476188195093,40.5825284634347,6.84964717097989,-0.294509017280651,-27.4709283010706,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250807","Spinach",NA,"25-065.3",5.70104345883463,40.460676251968,7.0970650450433,-0.34874337291243,-27.2500923542771,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250807","Spinach",NA,"25-065.3",5.87758184867457,40.386048597829,6.87120139499823,-0.329974269019299,-27.2418752027685,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250807","Spinach",NA,"25-065.3",6.38337122591028,40.6522681423513,6.36846373235237,-0.197568118198387,-27.1823008543311,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250808","Spinach",NA,"25-065.3",6.03070535101863,40.4625543351355,6.70942319015819,-0.211131335443703,-27.1278622255867,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250808","Spinach",NA,"25-065.3",6.27065484333285,40.4834508905986,6.45601646112636,-0.211485298416835,-27.1073193468152,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250808","Spinach",NA,"25-065.4",5.73998462509649,40.2442717188211,7.01121594348253,-0.179876836541724,-27.4461656103932,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250808","Spinach",NA,"25-065.4",5.8172200645018,40.5101111655815,6.96382648694774,-0.494300053338504,-27.2423992465519,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250808","Spinach",NA,"25-065.4",5.932121321766,40.5133567134019,6.82948889881116,-0.354781069679483,-27.353659645699,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250808","Spinach",NA,"25-065.4",5.98086508780648,40.3932524455295,6.75374746838571,-0.484189982058865,-27.5957562319463,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250808","Spinach",NA,"25-065.4",5.94563937296369,40.4793034786893,6.80823389032958,-0.285021577849972,-27.4399000605425,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250808","Spinach",NA,"25-065.4",5.94522547027374,40.241153853506,6.76865058435759,0.127469330359309,-27.3661281394113,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
"20250808","Spinach",NA,"25-065.4",6.13956180282679,40.3151674702047,6.56645681971028,0.0880400523687158,-27.1292267588774,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface","schakraborty","gjbowen"
