"analysisDate","qaReferenceID","internalLabID","runID","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20250812","Spinach",NA,"25-068",5.76171492179413,40.6838276858877,7.06106224242334,-0.0159149669635149,-27.8246795368754,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250812","Spinach",NA,"25-068",5.98499070187489,40.4288173114349,6.7550342724459,-0.336819158831634,-27.4730778218716,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250812","Spinach",NA,"25-068",6.02754376982156,40.6395455681393,6.74230617313997,-0.526984216634374,-27.7316741817693,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250812","Spinach",NA,"25-068",6.0913817711843,40.635790029125,6.67102991662013,-0.46814747171307,-27.5441937990756,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250812","Spinach",NA,"25-068",6.13225080483553,40.7733850877295,6.64900806985553,-0.328491924328477,-27.4923381976012,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250812","Spinach",NA,"25-068",6.13163161524476,40.7356893232198,6.64353175131082,-0.414711083841683,-27.500302814897,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20250812","Spinach",NA,"25-068",6.29329292443503,40.6127181399582,6.4533335135682,-0.337671250299771,-27.413907457819,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251027","Spinach",NA,"25-068.2",5.71949745219405,40.3735781052028,7.0589380347945,-0.383255673562678,-27.4211832541753,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251027","Spinach",NA,"25-068.2",5.73715943840539,40.5397142679891,7.0661648335255,-0.54045434461762,-27.2851600378149,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251027","Spinach",NA,"25-068.2",5.87000336093887,40.7616991561833,6.94406743059577,-0.496532243141024,-27.420491997267,3,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251027","Spinach",NA,"25-068.2",5.79255988094451,40.5436462026837,6.99926233582118,-0.485614449995186,-27.4139700584257,4,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251027","Spinach",NA,"25-068.2",6.06200492461125,40.5845238017161,6.69490116000174,-0.377620228402211,-27.3617492457232,5,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251027","Spinach",NA,"25-068.2",6.17543465456678,40.6447631718012,6.58168460121979,-0.518171270168482,-27.4395282466987,6,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251027","Spinach",NA,"25-068.2",6.12475188719065,40.5582845442854,6.62202898849001,-0.327987707477496,-27.3214935906637,7,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
