analysisDate,sampleID,sampleCode,sampleType,internalLabID,runID,acidTreatment,co2Trapped,nitrogenPercent,carbonPercent,CNratio,d15N,d13C,analyticalRepNumber,cnPercentQF,cnIsotopeQF,percentAccuracyQF,isotopeAccuracyQF,remarks,testMethod,instrument,analyzedBy,reviewedBy
20250317,BBC.NIWO040064.2024.0-1.POOL.CN,A00000267421,vegetation,24-441.1,250317_24-440.3-441.1,,N,1.097315115,47.22595919,43.03773688,-2.325639897,-27.33018461,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO040064.2024.1-2.POOL.CN,A00000267437,vegetation,24-441.2,250317_24-440.3-441.1,,N,0.761971094,44.85651651,58.86905274,-4.015863586,-27.09671253,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250323,BBC.NIWO040064.2024.2-10.POOL.CN,A00000267516,vegetation,24-441.3,250323_24-442.2-441.5,,N,0.440016372,51.1045576,116.1424003,-2.202569524,-26.47048648,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO041166.2024.0-1.POOL.CN,A00000263006,vegetation,24-441.4,250317_24-440.3-441.1,,N,1.027330505,51.3750894,50.00833632,-0.76896223,-26.9513231,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO041166.2024.1-2.POOL.CN,A00000263021,vegetation,24-441.5,250317_24-440.3-441.1,,N,0.701862075,46.42027418,66.13874122,-2.568265493,-26.7751578,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO041166.2024.2-10.POOL.CN,A00000263022,vegetation,24-441.6,250317_24-440.3-441.1,,N,0.567188878,48.42211837,85.3721225,-2.77623029,-27.16993786,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO042191.2024.0-1.POOL.CN,A00000263023,vegetation,24-441.7,250317_24-440.3-441.1,,N,1.419148929,45.91492597,32.35384604,-1.048287495,-27.1306721,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO042191.2024.1-2.POOL.CN,A00000263042,vegetation,24-441.8,250317_24-440.3-441.1,,N,0.725731996,48.92781488,67.41857205,-1.772086542,-27.62520841,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO042191.2024.2-10.POOL.CN,A00000263041,vegetation,24-441.9,250317_24-440.3-441.1,,N,0.491378871,47.22405005,96.10517014,-2.26243491,-27.53181958,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO043173.2024.0-1.POOL.CN,A00000263040,vegetation,24-441.10,250317_24-440.3-441.1,,N,1.186948858,52.07509239,43.87307173,-0.076765677,-26.53850201,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO043173.2024.1-2.POOL.CN,A00000263039,vegetation,24-441.11,250317_24-440.3-441.1,,N,1.046627315,52.67352901,50.32691985,-0.117543088,-26.03865951,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO043173.2024.2-10.POOL.CN,A00000263038,vegetation,24-441.12,250317_24-440.3-441.1,,N,1.660690299,49.93306854,30.06765836,-0.211331133,-26.05351683,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO044069.2024.0-1.POOL.CN,A00000267455,vegetation,24-441.13,250317_24-440.3-441.1,,N,0.747983276,49.6363065,66.36018226,-1.337807114,-26.45041936,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO044069.2024.1-2.POOL.CN,A00000267488,vegetation,24-441.14,250317_24-440.3-441.1,,N,0.926789761,47.88252709,51.66492887,-2.092189219,-27.00226246,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO044069.2024.2-10.POOL.CN,A00000267472,vegetation,24-441.15,250317_24-440.3-441.1,,N,0.677466082,46.72918191,68.97641545,-1.275621562,-27.73982198,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO045192.2024.0-1.POOL.CN,A00000263037,vegetation,24-441.16,250317_24-440.3-441.1,,N,0.807991374,47.53355571,58.82928612,-0.915760909,-26.86005674,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
20250317,BBC.NIWO045192.2024.1-2.POOL.CN,A00000263085,vegetation,24-441.17,250317_24-440.3-441.1,,N,0.755076349,47.44245674,62.83133727,-0.970810414,-25.80837115,1,0,0,0,0,,NEON_vegIso_SOPv1.0,Carlo Erba 1110 Elemental Analyzer with Costech Zero Blank Autosampler coupled to Thermo Delta Plus Advantage IRMS with Conflo III Interface,schakraborty,gjbowen
