"analysisDate","sampleID","sampleCode","sampleType","internalLabID","runID","acidTreatment","co2Trapped","nitrogenPercent","carbonPercent","CNratio","d15N","d13C","analyticalRepNumber","cnPercentQF","cnIsotopeQF","percentAccuracyQF","isotopeAccuracyQF","remarks","testMethod","instrument","analyzedBy","reviewedBy"
"20251102","cfc.PUUM002.CLIP-1.20250113.cn","A00000314145","vegetation","25-170.1","25-170","","N",0.452853457363169,51.3854342802773,113.470336694522,-4.28249494602257,-24.2101850036233,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM011.MEPO5-1.20250118.cn","A00000314254","vegetation","25-170.10","25-170","","N",0.545683691120117,62.9262697425222,115.316383404009,-8.67883431558099,-28.0403175753442,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM013.CLIP-2.20250118.cn","A00000314169","vegetation","25-170.11","25-170","","N",0.509834415061209,54.3664265313905,106.635458347518,-6.98266811512476,-24.184880216548,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM013.COER3-1.20250126.cn","A00000314200","vegetation","25-170.12","25-170","","N",0.734870924471834,59.6812974535671,81.213306263901,-4.14355337720021,-28.494791551217,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM013.MEPO5-1.20250118.cn","A00000314206","vegetation","25-170.13","25-170","","N",0.489371415581968,57.7741936170565,118.057965335696,-10.0453739660569,-28.2174510848715,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM015.MEPO5-1.20250124.cn","A00000314264","vegetation","25-170.14","25-170","","N",0.847761410242091,62.3040067307133,73.4923835621646,-8.64830450506424,-27.8247207894625,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM019.FRUH-1.20250124.cn","A00000314262","vegetation","25-170.15","25-170","","N",3.55309906100944,62.2269597704467,17.5134322747444,-7.15729382230496,-25.3094249541754,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM031.ACKO-1.20250120.cn","A00000314188","vegetation","25-170.16","25-170","","N",2.16723517224618,65.0131676531817,29.9982062333366,-1.46230476738096,-27.2042474103755,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM031.MEPO5-2.20250120.cn","A00000314198","vegetation","25-170.17","25-170","","N",1.02433626858906,60.2877983280592,58.8554756643546,-2.67086096445775,-28.7964246131549,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM039.DILI-1.20250119.cn","A00000314355","vegetation","25-170.18","25-170","","N",0.7486751460344,58.8892736473928,78.6579786430989,-9.45182921043171,-26.3287017775694,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM039.SAPA11-1.20250126.cn","A00000314358","vegetation","25-170.19","25-170","","N",0.946801331635832,53.9210693078697,56.9507746833307,-9.82224167089328,-27.1799548147832,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM002.MEPO5-2.20250113.cn","A00000314148","vegetation","25-170.2","25-170","","N",0.557808373528546,63.0143640925217,112.967762914547,-8.76899168432409,-27.3317835372352,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM041.ACKO-2.20250120.cn","A00000314361","vegetation","25-170.20","25-170","","N",2.12585092795836,66.7327872645952,31.3910944492634,-1.98284456980541,-28.9725459311991,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM041.MEPO5-1.20250120.cn","A00000314364","vegetation","25-170.21","25-170","","N",0.521466749124307,61.7125469185184,118.344164843016,-6.02585485603317,-27.4431246003666,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM041.MYLE2-1.20250126.cn","A00000314335","vegetation","25-170.22","25-170","","N",0.871299967755819,61.6316141211318,70.7352420543231,-6.45315179446016,-26.9167850291999,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM045.MEPO5-2.20250126.cn","A00000314196","vegetation","25-170.23","25-170","","N",0.523271117732052,63.9982125413957,122.304118023512,-11.4161489153615,-28.1061100217401,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM045.SACY3-1.20250126.cn","A00000314350","vegetation","25-170.24","25-170","","N",0.834992648968004,51.3231753034805,61.4654217218709,-10.1354203198363,-26.7305417963255,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM003.CLIP-1.20250113.cn","A00000314142","vegetation","25-170.3","25-170","","N",0.395325083844089,51.0922555827897,129.241117426639,-9.55653785585105,-26.6718346903108,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM003.DOVI-2.20250113.cn","A00000314171","vegetation","25-170.4","25-170","","N",1.51311269832487,61.6485276123607,40.7428525850125,-9.90393116539634,-28.0180493627179,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM003.MEPO5-4.20250113.cn","A00000314205","vegetation","25-170.5","25-170","","N",0.460434243592263,61.5297775781793,133.634234278776,-11.7955666365195,-27.4491977492647,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM003.STTA-3.20250113.cn","A00000314253","vegetation","25-170.6","25-170","","N",0.585653117555502,61.337304982458,104.733165663794,-10.374849384133,-30.8177710047317,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM008.CHTR2-2.20250119.cn","A00000314182","vegetation","25-170.7","25-170","","N",1.1198464289453,58.8286326846366,52.5327680332409,-9.18983911826754,-27.9127814484846,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM008.MEPO5-1.20250119.cn","A00000314197","vegetation","25-170.8","25-170","","N",0.724698880220427,64.1768152346965,88.5565260086731,-8.89250366289201,-28.5271816786734,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251102","cfc.PUUM011.CLIP-2.20250118.cn","A00000314186","vegetation","25-170.9","25-170","","N",0.455019863637693,52.6626922118557,115.737128025224,-6.0737681277275,-26.9542361140714,1,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251112","cfc.PUUM011.MEPO5-1.20250118.cn","A00000314254","vegetation","25-170.10","25-170.2-24-442","","N",0.548825276192587,57.3500571549923,104.496020214032,-9.11848324862478,-28.0628734698887,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251112","cfc.PUUM013.COER3-1.20250126.cn","A00000314200","vegetation","25-170.12","25-170.2-24-442","","N",0.776442615096259,53.64904705807,69.0959589478727,-4.36813533036301,-28.3423762907392,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251112","cfc.PUUM013.MEPO5-1.20250118.cn","A00000314206","vegetation","25-170.13","25-170.2-24-442","","N",0.39304853956031,53.0532620984467,134.978906569137,-10.1406573010619,-27.8106146063053,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
"20251112","cfc.PUUM015.MEPO5-1.20250124.cn","A00000314264","vegetation","25-170.14","25-170.2-24-442","","N",0.802688000148401,56.5907119790707,70.5015049042819,-8.63745986863191,-27.7268646635956,2,0,0,0,0,"","NEON_vegIso_SOPv1.0","IN7","schakraborty","gjbowen"
